,15th,50th,85th
MEAN,-1.15515946896255e-05,-3.2031922933180397e-06,4.9704348111896e-06
LN_SIGLC,-7.262080079344425,-7.254359033017803,-7.24685715026786
TTS,1686.065949844787,1686.0671760968394,1686.068357379273
TTS_1,1698.5861730345623,1698.587322699304,1698.588614585036
TTS_2,1723.6202420469685,1723.621678643202,1723.6230551119802
TTS_3,1736.1398540251405,1736.141046052135,1736.1423475676322
TTS_4,1873.8417078360374,1873.8428922698163,1873.844140287837
TTS_5,1886.3592344437748,1886.3604324258702,1886.361554377275
TTS_6,1911.3927402605325,1911.3940678275756,1911.3953250741467
TTS_7,1923.9078583224589,1923.9092883926296,1923.9105430669038
TTS_8,2424.6422425227374,2424.643342324058,2424.6444059764735
TTS_9,2437.163377726866,2437.1645737034155,2437.1657557728468
TTS_10,2612.4661321512863,2612.467373458633,2612.4685149931897
LN_ROR,-3.134974132611877,-3.1177942004717103,-3.088580061780893
ROR,0.043500879069143364,0.04425467778655551,0.04556661026299374
IMPACT,0.13787531422859425,0.401151763568398,0.6381001819600729
LD_U1,0.19335287460494052,0.2605256928184202,0.32647450099552744
LD_U2,0.1800754512545963,0.2684138868776397,0.36567760590683024
LN_DUR14,-1.768379251786952,-1.7594394899948782,-1.7433128611004984
DUR14,0.17060927955107,0.17214132372140706,0.17493988801936622
PERIOD,12.518580270056827,12.518594852691914,12.518610016175789
T0,1686.0627978336524,1686.0633711746764,1686.0639013948512
ECC,0.03999212335537842,0.22644732585341193,0.5636727453327208
OMEGA,-47.021670506585906,89.64648604952421,227.93905074218895
