,value,err_upper,err_lower,units
PERIOD,15.92345958708753,3.896897982613723e-05,-3.517423264653985e-05,days
T0,1687.6495297550823,0.0011991866308562749,-0.0012493771885146998,days
ROR,0.02187859394400043,0.0011106962305088668,-0.0006144606020516905,
IMPACT,0.4869185507968932,0.23839907120978648,-0.3159572376333906,
DUR14,0.1834065952208777,0.003183518005949487,-0.0023168081047976186,days
ECC,0.24748921199047302,0.3573220547483268,-0.1560005823373536,
OMEGA,91.83596399015426,129.57003271717716,-133.75225242193082,deg
R_PL,2.5628429660896304,0.13351002627960407,-0.08716908220554531,R_earth
