,15th,50th,85th
MEAN,3.167821518056648e-05,4.438645817992288e-05,5.701185379427744e-05
LN_SIGLC,-6.784134207987029,-6.776698033641312,-6.76918897512922
TTS,1690.0515374495185,1690.0558919829905,1690.0596762531495
TTS_1,1699.0184725238066,1699.0255249054137,1699.0301700904397
TTS_2,1707.961870056438,1707.9664115155172,1707.9783850252059
TTS_3,1716.903727102747,1716.9157369430245,1716.9192988516581
TTS_4,1725.8797952078073,1725.8885356533808,1725.8974895724625
TTS_5,1734.8354316465927,1734.8405972435655,1734.8485967063457
TTS_6,1878.0735646911153,1878.0786437279862,1878.0846359774582
TTS_7,1887.0224140124444,1887.0266718772268,1887.0307022814409
TTS_8,1895.991548567187,1896.0085681393334,1896.0157977589486
TTS_9,1904.9220573723535,1904.9270401700185,1904.9321280859585
TTS_10,1922.8464569644577,1922.8510138215977,1922.8544940699308
TTS_11,2424.232605742152,2424.2378022850676,2424.2445408820095
TTS_12,2442.1393001296215,2442.1445210269344,2442.1478091672193
TTS_13,2612.2455483350054,2612.2558837168567,2612.2673522337923
TTS_14,2621.220668665681,2621.2270185834423,2621.2326413647907
TTS_15,2630.166314514877,2630.169883840625,2630.1744784613898
TTS_16,2648.075234590335,2648.079049723303,2648.083300955573
LN_ROR,-3.5646756649984286,-3.5307218487362384,-3.486734184951753
ROR,0.028306164677136376,0.02928376978361684,0.030600645210182013
IMPACT,0.12757595854185635,0.3824663378011489,0.6476668261479115
LD_U1,0.29514128980871535,0.3891065802681247,0.4882680844061019
LD_U2,0.167481131805012,0.2689346401816042,0.36581901219696844
LN_DUR14,-2.1116608441129996,-2.078368054315152,-2.038554649117877
DUR14,0.12103677618962169,0.12513425796980962,0.13021678387338895
PERIOD,8.953360479987111,8.953399882949114,8.953440981659682
T0,1690.059955029578,1690.0625625175053,1690.0647976341745
ECC,0.051610659051215736,0.2000392911754633,0.5804738787366255
OMEGA,-33.18098410379206,97.44098452148197,216.53407309428107
