,15th,50th,85th
MEAN,8.147495009625604e-06,1.086043508804475e-05,1.3707429228751967e-05
LN_SIGLC,-7.690673795325982,-7.686637871375248,-7.682668644627277
TTS,1725.3338488607124,1725.3371324508748,1725.340616972305
TTS_1,1746.5900867359533,1746.6044011074987,1746.6113449221684
TTS_2,1767.8727364748015,1767.8766135625451,1767.8834296351138
TTS_3,1810.4252651953227,1810.4291758583122,1810.4327704312411
TTS_4,1831.6910238352493,1831.6945434990462,1831.6991527961218
TTS_5,1852.961879222999,1852.9646180661814,1852.9672838095164
TTS_6,1874.2363046851679,1874.240682590449,1874.2438261413786
TTS_7,1895.5082397094332,1895.5136437909866,1895.5167532877747
TTS_8,1916.7720684129617,1916.7765024194587,1916.7793762356046
TTS_9,1938.0482216681257,1938.0524783772344,1938.0560419175197
TTS_10,1959.3145336087266,1959.3183938745206,1959.3261216794588
TTS_11,1980.5747218918048,1980.5870605958899,1980.5899294033745
TTS_12,2001.8531280389914,2001.8562996586334,2001.8588833748956
TTS_13,2023.1316764076983,2023.143857896638,2023.1513691330524
TTS_14,2405.9385839154943,2405.941893598523,2405.9455337042605
TTS_15,2597.378032788703,2597.381729017864,2597.3842576174866
TTS_16,2618.642687535957,2618.6481932801325,2618.6532690740632
TTS_17,2661.1909242368793,2661.194730227558,2661.1997218653373
TTS_18,2682.4479594665386,2682.452536122775,2682.456552395097
TTS_19,2703.763665880613,2703.7690605627045,2703.77960626747
TTS_20,2724.9939920458814,2724.996641150825,2725.0001438832956
TTS_21,2746.2679132592966,2746.273859022972,2746.2784366127066
TTS_22,2767.5384680550706,2767.544484558331,2767.548704283818
TTS_23,2788.805834026761,2788.809659932074,2788.812870046493
TTS_24,2831.3390971869953,2831.343937017688,2831.346984230007
TTS_25,2852.597974801977,2852.600970555612,2852.604128047018
TTS_26,2895.138552989017,2895.14382979637,2895.1472622202996
TTS_27,2916.417900005593,2916.421395890661,2916.424498132305
TTS_28,2958.936168966201,2958.9440418048025,2958.9502376640253
LN_ROR,-3.968567145836798,-3.954355088773159,-3.9365712036342195
ROR,0.018900495395899535,0.019171028175084703,0.019515013167102302
IMPACT,0.07537902193921212,0.26478122963986694,0.534007053439672
LD_U1,0.13262437894025148,0.20597081764162817,0.28014625208588095
LD_U2,0.12787371755787205,0.22626345237231127,0.3202421828788251
LN_DUR14,-1.3493905491592952,-1.338802081162739,-1.328147600745231
DUR14,0.25939830300320815,0.26215952639887086,0.26496763282326036
PERIOD,21.269033468612786,21.269083979894337,21.26913760811334
T0,1725.3497912915886,1725.3519936675098,1725.353822009966
ECC,0.14598612097021793,0.30888786758382386,0.6461845349805848
OMEGA,-58.9805473750965,-22.972586937837907,237.7363898313649
