,15th,50th,85th
MEAN,4.1883005782774194e-05,4.8016118252668124e-05,5.423864795896431e-05
LN_SIGLC,-6.927742483143971,-6.923463988074305,-6.919217798984647
T0,1712.3585088843238,1712.3586933947665,1712.3588850337417
LN_PER,0.9931887675799089,0.9931890123959595,0.9931892566799922
LN_ROR,-3.0565091404916545,-3.0463121245542784,-3.0332335742590306
ROR,0.047051659598760176,0.047533900652555236,0.048159658244490165
IMPACT,0.10334754236121797,0.2905835579301554,0.43128255009595756
PERIOD,2.6998298906969502,2.699830551658722,2.6998312111842977
LD_U1,0.3004389774252545,0.35078695553739125,0.40333436979251047
LD_U2,0.1928174606760279,0.27570666615626505,0.35773079950468056
LN_DUR14,-2.316771653906295,-2.311268018224919,-2.305078955706621
DUR14,0.098591359416492,0.09913546624961678,0.09975092443796156
ECC,0.04170809084819085,0.14192231802515215,0.48335135936045903
OMEGA,-9.791842239622932,89.55425205276703,189.44310535130225
