,value,err_upper,err_lower,units
PERIOD,2.103193644794079,3.9012284602790714e-07,-3.9719654809644567e-07,days
T0,1957.8213601729258,0.0001037395970797661,-0.00010485436132512405,days
ROR,0.07664879088033977,0.00022333168820870553,-0.0002418577105200853,
IMPACT,0.29696783930820586,0.03463391999503701,-0.04322091392736649,
DUR14,0.17184307647526822,0.0003154681124480918,-0.00031622769973940756,days
ECC,0.0748466180433992,0.30092090624208667,-0.05833735158368236,
OMEGA,92.40656733117616,105.03550347165098,-109.49853670436507,deg
R_PL,16.153138743986563,0.3282335172880515,-0.3306546836469888,R_earth
