,MEAN,LN_SIGLC,TTS_0_0,TTS_0_1,TTS_0_2,TTS_0_3,TTS_0_4,TTS_0_5,TTS_0_6,LN_ROR_0,ROR_0,IMPACT_0,LD_U1,LD_U2,LN_DUR14_0,DUR14_0,PERIOD_0,T0_0,QUALITY
5785,-7.643330297459839e-07,-7.131774667504946,1527.0645996899211,1537.8384293695754,2260.0221836226688,2529.5011605040954,2540.287450333088,2561.8262583798337,2572.6087267072444,-3.3722624196405966,0.03431192149859009,0.7907655076305055,0.32241280148212104,0.24661227906218142,-1.8017495810102464,0.1650099372709946,10.778877983080736,1527.061799171883,0
5786,-1.4975877190959987e-05,-7.131299706479127,1527.067429162231,1537.8371984528708,2260.0208547231,2529.5011297358146,2540.278659651785,2561.82713914133,2572.6085260148293,-3.4501815897707067,0.03173987221860915,0.5643448906288727,0.45928285782139544,0.3154989895572742,-1.8414236577609453,0.1585914853150126,10.778848591799514,1527.0625598805682,0
5787,1.2281435346949943e-05,-7.12833386350168,1527.0568435165485,1537.8408543330015,2260.0257699158537,2529.487021718096,2540.281140692205,2561.8372684397877,2572.6062507044153,-3.4115446293257703,0.03299020336470659,0.7611772632690185,0.2990027576530969,0.1995611219714004,-1.8091938625531014,0.16378611772095342,10.778880598839255,1527.0596800630117,0
5788,-1.2876093603248392e-05,-7.134482178082645,1527.0677152808728,1537.8377449968375,2260.0219758959147,2529.500841772268,2540.277610583858,2561.8221168150026,2572.6089342217247,-3.3703732209632022,0.0343768048047344,0.8114153701068137,0.3769941702585837,0.2745770086722217,-1.7983515876964318,0.1655715936464349,10.77882892212776,1527.0632505044455,0
5789,-7.584586403266733e-06,-7.1142210303953775,1527.0631435714554,1537.8376622103,2260.01594017043,2529.50018575827,2540.276790564642,2561.8198806918435,2572.60641022985,-3.281329990161777,0.037578244860888184,0.8911617927582524,0.5001371126649881,0.2348737191599033,-1.6851523251257188,0.1854161862608785,10.778835424715048,1527.0604153571044,0
5790,-3.2607880448926503e-06,-7.122192468651325,1527.06203849583,1537.8314514339022,2260.017118353659,2529.491285596353,2540.271177058627,2561.820093107809,2572.6069065416964,-3.2825651422793176,0.03753185866507602,0.8857852018530195,0.3956075921948006,0.27530490613559366,-1.7792944489026155,0.16875717208256824,10.778840974103279,1527.057210459357,0
5791,7.871186970278284e-06,-7.133565678486623,1527.0596265547767,1537.8436407500556,2260.023787015301,2529.499171722178,2540.282923005885,2561.841305284698,2572.603100391739,-3.310449781355559,0.036499753152726536,0.895827813295226,0.3506693271577812,0.24439650923100364,-1.7116882828412823,0.18056069761866478,10.778886197446754,1527.0619502958639,0
5792,3.7686396617400815e-06,-7.132045852316487,1527.0580582654795,1537.8250146172961,2260.0184277771095,2529.487221429639,2540.2741425717704,2561.8269684893326,2572.6048656918483,-3.2560427337235045,0.03854061210763959,0.9398031324398944,0.3285285941501841,0.15134810694664158,-1.6485458518284763,0.19232938079194323,10.778907169114111,1527.052197130034,0
5793,7.490209000219057e-06,-7.148106982982681,1527.0612667823254,1537.8369993638892,2260.0136477391625,2529.497883580752,2540.2700791412335,2561.827304390577,2572.607153935152,-3.2714532890377113,0.03795123286762619,0.9181430055487582,0.4072269816359999,0.3020105882381501,-1.659505833952631,0.19023296354957003,10.778847784315651,1527.058811396481,0
5794,-9.911250286835562e-06,-7.127046223026654,1527.0569339703195,1537.833430095667,2260.0248139383975,2529.4845982074535,2540.2818183483178,2561.8310266484104,2572.6064721350954,-3.2901367736000653,0.03724875440155592,0.9196289435977425,0.27448482306606325,0.3731564700360761,-1.658930943563194,0.190342358093992,10.778898866797718,1527.0562145930699,0
5795,-9.34239439676534e-06,-7.121398056263981,1527.0636540533844,1537.8313698970655,2260.0262171844183,2529.4879125877196,2540.277620815498,2561.8383848424514,2572.600143166181,-3.279093092004188,0.037662397653106174,0.9368063719278795,0.37338095200191246,0.10596121078103304,-1.6741323526772238,0.18747076744672495,10.778873833438118,1527.0587073332865,0
5796,9.887100175120208e-06,-7.126051863526133,1527.0630437410148,1537.8367118988303,2260.024071768737,2529.498375967436,2540.2723257179014,2561.8309788543415,2572.603261268055,-3.313070674081972,0.03640421646556433,0.9061765904483863,0.29838079204597157,0.26850553563067714,-1.6952242292381623,0.18355806532769084,10.778849026086755,1527.060793786195,0
5797,8.774529842376443e-06,-7.123954737705422,1527.063514203268,1537.8364430893253,2260.0233465139063,2529.49751304112,2540.272672377445,2561.8328568618153,2572.602637575964,-3.315161213366939,0.03632819151516536,0.9103985106543737,0.3007359135306116,0.29877603370637806,-1.6749592686582253,0.1873158089508109,10.778849762005336,1527.0607772174922,0
5798,1.7955235433936395e-05,-7.127491176118346,1527.0496301686137,1537.8380723742546,2260.01827364366,2529.4873258979437,2540.2841189974624,2561.8256908154367,2572.610906375147,-3.35634664057426,0.034862391419318565,0.9396380832749793,0.20656423535363233,0.1290101923042435,-1.649731372575238,0.19210150542298046,10.778921761864787,1527.0540210278898,0
5799,1.1378035780832194e-05,-7.119007229377939,1527.053305779294,1537.8389760736363,2260.0191767419915,2529.488528621706,2540.282489545195,2561.820791935114,2572.6086494757515,-3.3300621437723925,0.035790880818193094,0.9495140398470439,0.082740684568825,0.14162004942389306,-1.6295186964870452,0.19602389841671353,10.778877060352238,1527.0565882963613,0
5800,2.169671400796143e-05,-7.116007685216083,1527.0497316300691,1537.8374176439565,2260.016630897808,2529.486705734939,2540.2813350407628,2561.8203020823357,2572.6075905707544,-3.333172003402334,0.03567974909441223,0.947478027374463,0.16533758199034176,0.16927958574699598,-1.5955132258038973,0.20280441732844148,10.778892173122209,1527.0538754098216,0
5801,-1.3791893784728909e-05,-7.132842895160091,1527.0495418719172,1537.8384664459204,2260.0203640924556,2529.482210189085,2540.284052032802,2561.828679490157,2572.6063195826628,-3.3567995913445556,0.03484660404799176,0.9423096267963805,0.21430978278002266,0.07871585605974318,-1.6653585763155967,0.18912283085422507,10.778903640288675,1527.0545570307686,0
5802,3.145048080862156e-06,-7.136450131342059,1527.065284286855,1537.829397043997,2260.0236322498863,2529.497558669857,2540.28155797941,2561.8348111571067,2572.6042031293728,-3.3072733201776012,0.03661587753627898,0.9393294701796505,0.2930216224037103,0.2209730966316803,-1.604102832296358,0.20106986740407498,10.778909484933708,1527.0580122544648,0
