,15th,50th,85th
MEAN,1.789033135343974e-05,3.3330027858015714e-05,4.802324482257719e-05
LN_SIGLC,-6.829660485595602,-6.820563930239165,-6.81207811121748
T0,1546.1386965328675,1546.141726461486,1546.1438025945604
LN_PER,1.3724853628923073,1.3724880293132529,1.3724912517006074
LN_ROR,-3.769547933425151,-3.7300343409191266,-3.6839170777634753
ROR,0.023062486710385105,0.02399201191482129,0.025124367737206804
IMPACT,0.11380054504067703,0.33868161654230183,0.6133016550358743
PERIOD,3.9451436345199324,3.945154153947578,3.945166866782918
LD_U1,0.2870211315585165,0.3856035430437761,0.48396612861877464
LD_U2,0.2001836715627153,0.3033484918817677,0.40356853330157816
LN_DUR14,-2.155005738317815,-2.123317034064407,-2.0888608467179024
DUR14,0.1159025255254435,0.11963413911826186,0.12382811477373468
ECC,0.03859236595227968,0.17848677915823774,0.5611848640464215
OMEGA,-37.543327283250704,87.78202943106373,218.56083031760633
