,15th,50th,85th
MEAN,1.4718117552252907e-05,3.177907867509684e-05,4.8257132320247935e-05
LN_SIGLC,-6.795767332527951,-6.787445601421508,-6.778197923751852
TTS,1694.3753198540435,1694.3795513670902,1694.384063081753
TTS_1,1707.4592498125987,1707.4636172501864,1707.4690455908806
TTS_2,1720.5221176843702,1720.5297842775149,1720.537575328352
TTS_3,1733.6182503839102,1733.6247493052556,1733.630107804873
TTS_4,1877.4850229444753,1877.4910750284482,1877.5002532939425
TTS_5,1890.545120674871,1890.554971171749,1890.563852143324
TTS_6,1903.6362554358334,1903.6426913582648,1903.6465137820094
TTS_7,2426.8039415161766,2426.8085913802465,2426.813568794913
TTS_8,2439.8875242095946,2439.8933124728073,2439.8977316236414
TTS_9,2649.151180405905,2649.15625012952,2649.161228810112
TTS_10,2662.232576221796,2662.24087843282,2662.247515515992
LN_ROR,-3.541559097142394,-3.4852259540403927,-3.3971353297505504
ROR,0.02896812773109725,0.030646832871093724,0.03346901044088824
IMPACT,0.2260515016103552,0.6354731804965461,0.8487773849175324
LD_U1,0.27240722001768325,0.38014975153427844,0.4819530882386052
LD_U2,0.19256750811621193,0.2933929821243195,0.39846189733774207
LN_DUR14,-2.079794826427479,-2.0322075544932625,-1.9535601073187427
DUR14,0.12495584720625813,0.13104591061179072,0.1417684611706861
PERIOD,13.079100053314274,13.07916316057983,13.07922566716659
T0,1694.3756836135485,1694.3786123159416,1694.3812972882918
ECC,0.13254003656355734,0.36249193743042857,0.6722226185100814
OMEGA,-34.18810840229831,91.49263227964445,212.33829781259186
