,MEAN,LN_SIGLC,TTS_0_0,TTS_0_1,TTS_0_2,TTS_0_3,TTS_0_4,TTS_0_5,TTS_0_6,TTS_0_7,TTS_0_8,TTS_0_9,TTS_0_10,LN_ROR_0,ROR_0,IMPACT_0,LD_U1,LD_U2,LN_DUR14_0,DUR14_0,PERIOD_0,T0_0,QUALITY
0,1.8786787747353597e-05,-6.789310254842758,1694.3776614199487,1707.4559954490835,1720.5219785248462,1733.6189653724132,1877.4907372089158,1890.5562949519278,1903.645151689798,2426.8097526267516,2439.8968970522124,2649.162755021206,2662.2434667828115,-3.4857258019388766,0.030631517943973858,0.25525127731401726,0.19100980102833498,0.2960420234850003,-2.0780733118555443,0.12517114578472044,13.079287761282396,1694.3746511219176,0
1,2.8494287068147575e-05,-6.79098400116432,1694.3747724068946,1707.4616712104,1720.5248262987109,1733.622925400458,1877.4868951163528,1890.553162446187,1903.64356613442,2426.8106361845253,2439.8925225352386,2649.1557652819392,2662.2423332977087,-3.531436204027678,0.02926285823773933,0.3142881363796945,0.24386264855481987,0.27548303852242917,-2.084663427240752,0.12434896559782899,13.079221986625992,1694.375548952014,0
2,3.926800356070008e-05,-6.791573691213088,1694.3845650453136,1707.4615750586233,1720.525001323304,1733.6312040461069,1877.4863118234466,1890.534243586474,1903.6459124333285,2426.80620741858,2439.8895302957394,2649.1509641104885,2662.2471521467355,-3.431537083980752,0.03233719756459748,0.7174052105497573,0.42806640621308767,0.27244376393799774,-2.0237086076992727,0.13216440913073477,13.079171307951894,1694.3763991377364,0
3,5.0734721862696916e-05,-6.771998708227152,1694.375794591956,1707.4657179051335,1720.5249961304248,1733.62741510456,1877.4878787463688,1890.528034386391,1903.6391027321913,2426.806929395595,2439.8979434545504,2649.149689432187,2662.244042059222,-3.4998666184495977,0.030201411464764766,0.4541431438752888,0.30814888965167175,0.3183759017745025,-2.0239972282851064,0.13212626926578494,13.079219389125559,1694.373664901866,0
4,7.0249796746187595e-06,-6.807013959402277,1694.3822805721056,1707.4644266162088,1720.527685457362,1733.6295315672978,1877.48883869323,1890.5353626184838,1903.6383539857893,2426.808708096629,2439.891730844708,2649.1616077258914,2662.226868047279,-3.40396858323024,0.03324108782221676,0.8879498424271651,0.37800513739157693,0.25650920562635937,-1.9896809128549062,0.13673905015824903,13.079136261122597,1694.3767288196232,0
5,2.8229765864062903e-05,-6.798584767012879,1694.3774683125662,1707.4590770246298,1720.5322846047775,1733.6310230708364,1877.4852536504902,1890.5365832108598,1903.640058056991,2426.812111228687,2439.8933513431,2649.16360443238,2662.232505109489,-3.3404112257990883,0.035422388126244375,0.8701468205602522,0.32421958498102277,0.20987157493391395,-1.9880590717968936,0.13696099909833062,13.079205083257957,1694.3755035592346,0
6,2.9289046969712615e-05,-6.790144685365992,1694.3778386307267,1707.4663848968917,1720.5390956259014,1733.6231907815725,1877.4852050725797,1890.5624733838376,1903.6429476974604,2426.8045911039285,2439.8963396286676,2649.1515666972664,2662.2514351110576,-3.5476305861289243,0.028792780909415998,0.42627598548808354,0.45531625624423677,0.17141444357726154,-1.9825148437140276,0.13772245099680103,13.079164960281043,1694.3800696347714,0
7,5.2568415733134023e-05,-6.77631724778382,1694.378843119676,1707.4594273278112,1720.5266535839294,1733.6251384796376,1877.4987773045689,1890.5542326157836,1903.644295882119,2426.8117681280114,2439.888201364595,2649.15985980349,2662.2366773795784,-3.326787182719137,0.03590828670385075,0.8816235952938861,0.22287232503498577,0.42584868777773366,-2.0511671228422808,0.12858474178690757,13.079164898679947,1694.378508318158,0
8,3.2095573013189656e-05,-6.794985210689579,1694.3849344602131,1707.4623461962356,1720.5351866445178,1733.6258598895777,1877.477877316567,1890.5591617515097,1903.6398096697142,2426.7943853836878,2439.884328724347,2649.1542919718804,2662.246912124435,-3.358447229342412,0.03478923673232856,0.9079490987156746,0.5531024000683922,0.24204661064514998,-1.8007118158404212,0.1651812677215803,13.079101017728073,1694.3786070562958,0
9,4.349841901701531e-05,-6.79151840324497,1694.383189307522,1707.4576765280783,1720.528053298638,1733.62800260947,1877.4802699793825,1890.5549602799856,1903.6446431982938,2426.79753817531,2439.8809210678064,2649.151198913383,2662.2531856630444,-3.2934287353074776,0.03712633453972133,0.9340085727504444,0.554117614367752,0.2011143952106269,-1.8272160032263174,0.16086078086135944,13.079146164585172,1694.3768347122657,0
10,2.017574234094625e-05,-6.793453853540752,1694.3799748434863,1707.4672959671987,1720.5229748450497,1733.6332343797878,1877.495713791446,1890.5539981932598,1903.6445066978358,2426.814567013856,2439.891301273243,2649.1535141913723,2662.2464474075505,-3.429982653268246,0.03238750258535375,0.9101557076435207,0.0198586311583131,0.274647207135686,-1.960288982938115,0.14081772112176602,13.079167021203958,1694.3802350008784,0
11,3.768069228885381e-05,-6.782841008067756,1694.3758269393074,1707.4762768642022,1720.5427870052642,1733.6098247323816,1877.4875918407433,1890.548537699672,1903.6435469258522,2426.802429840274,2439.882708292073,2649.1533257478627,2662.2401146751945,-3.346931619607551,0.0351921715729671,0.8972299760561211,0.4241270934240393,0.31678818708983814,-1.8936344665827276,0.1505237399678592,13.079085842307714,1694.378843055012,0
12,3.571062800199208e-05,-6.786524169512736,1694.3758838693338,1707.4740335440213,1720.5411672448088,1733.609576080707,1877.488727115153,1890.5433496516516,1903.645817785915,2426.8024907840195,2439.8838806934277,2649.1545674488148,2662.240945907473,-3.3536749069011105,0.034955658981964045,0.8752238073638118,0.3751686294732788,0.33152244948778287,-1.9055693800190794,0.14873793010214148,13.079114683669605,1694.37779759128,0
13,2.4135288186341793e-05,-6.788574236714956,1694.3795931466595,1707.4674263033012,1720.5285211594935,1733.6360367242385,1877.4909282260219,1890.525206374196,1903.6384565156454,2426.811650061324,2439.8941954098523,2649.15032062634,2662.250731046038,-3.507510229232201,0.029971443642356987,0.517870644752237,0.506625451997863,0.302358255509275,-2.0020204878192454,0.1350621160037831,13.079207810410827,1694.376312414122,0
14,4.656332521729957e-05,-6.791929762650189,1694.3790897917006,1707.46347800259,1720.5208358012092,1733.6226728021704,1877.48173887341,1890.5402631359912,1903.649370194573,2426.819751039222,2439.897993804463,2649.1558504796276,2662.242218031166,-3.512917417018444,0.02980981977744417,0.3892691427709375,0.3567011570467533,0.26140369155800514,-2.076291374876863,0.12539439172408273,13.079279412884171,1694.3743058681039,0
