,15th,50th,85th
MEAN,8.709469172347858e-06,2.6416673120954838e-05,4.440246228473394e-05
LN_SIGLC,-6.823862146810788,-6.814018914032484,-6.80334694698137
TTS,1806.6969577239352,1806.6996677036125,1806.7027885093746
TTS_1,1827.3968376461041,1827.3999743059985,1827.4025772901841
TTS_2,1972.3393934018723,1972.3424464977807,1972.3454338691015
TTS_3,1993.0391030374108,1993.0415760334906,1993.043763308144
TTS_4,2738.4259869221974,2738.4280594799407,2738.4300720588317
TTS_5,2883.35364275169,2883.3579909322284,2883.360894016207
TTS_6,2904.0652828394864,2904.067960244308,2904.0708418782706
LN_ROR,-3.2561040311230096,-3.2191070051984916,-3.1592607603425322
ROR,0.038538249740746267,0.039990753856677594,0.04245711546599068
IMPACT,0.1818871106586965,0.5147499235322509,0.7563579420741164
LD_U1,0.28199606534231886,0.37511001972785807,0.4648588555871758
LD_U2,0.17898455071354458,0.28130539312979286,0.3779447379772786
LN_DUR14,-1.8998839294604224,-1.8777293805577728,-1.8503367208905444
DUR14,0.14958598074053298,0.15293697347096552,0.1571842301878097
PERIOD,20.705012585806973,20.705061085378436,20.705109322320766
T0,1806.6965218576863,1806.6981281788608,1806.6996422396687
ECC,0.10148624084927906,0.2777849385892376,0.5972639358552702
OMEGA,-24.877998862723903,92.06173881254458,205.9627502315824
