,15th,50th,85th
MEAN,-6.327618506343416e-06,2.324140145797271e-06,1.0969961854671995e-05
LN_SIGLC,-7.934503487408432,-7.918761075339004,-7.903020450611111
T0,1504.0815581000234,1504.1437581491505,1504.2107273441454
LN_PER,3.063416424442988,3.0635060763474264,3.063589872989006
LN_ROR,-3.5504028778544643,-3.5311294009752943,-3.508573740355062
ROR,0.028713069464400925,0.029271837549337817,0.029939585622486033
IMPACT,0.08168744879894668,0.2732246168025229,0.5359586166063001
PERIOD,21.40054575864395,21.402464444332864,21.404257974119663
LD_U1,0.2081877764109436,0.29107775938537006,0.3755081038035226
LD_U2,0.13349619971593896,0.2273918061733058,0.3263613462130473
LN_DUR14,-1.498903556480805,-1.487859458040572,-1.4737977950116534
DUR14,0.22337494393773819,0.2258555918535305,0.2290539313649608
ECC,0.09647231961676501,0.2526154958682617,0.5874803938917615
OMEGA,-53.21051145154199,191.53043602582844,233.60924864426383
