,X,Y,YERR,TREND,MASK,OUTLIERS
0,1491.641435843933,0.0004959702787381,0.0003514529298925,5.181620263192919e-05,False,True
1,1491.6428247653062,3.117323107559855e-05,0.0003513383481052,5.1836476132491056e-05,False,True
2,1491.644213686213,0.0005857348791202,0.0003512575267632,5.185634409786801e-05,False,True
3,1491.6456026075844,0.0001034140648492,0.0003511799068427,5.18758068822042e-05,False,True
4,1491.6469915289565,0.0007113814777959,0.0003511194581833,5.1894866454626934e-05,False,True
5,1491.6483804503291,0.0006466508297116,0.0003511236491351,5.191352582918293e-05,False,True
6,1491.6497693717013,0.0004765391633831,0.0003509659354685,5.193179052486558e-05,False,True
7,1491.6511582930734,-0.000182211409939,0.0003510025771932,5.194966870550281e-05,False,True
8,1491.6525472139797,0.000553905996913,0.0003509971347766,5.196717008016966e-05,False,True
9,1491.6539361353512,0.0008196235191597,0.0003508604922844,5.198430431663909e-05,False,True
10,1491.6553250567238,0.0002346635004677,0.0003507367718938,5.200108299140572e-05,False,True
11,1491.6567139780964,0.0003460049835446,0.0003506911952926,5.201752055906684e-05,False,True
12,1491.6581028990022,7.814169395814474e-05,0.0003506009734128,5.2033632812624975e-05,False,True
13,1491.659491820374,0.0006881356649479,0.0003507163410036,5.204943658764253e-05,False,True
14,1491.660880741747,4.762411401415534e-05,0.0003504572004817,5.206494945754354e-05,False,True
15,1491.6622696631189,0.0002263188497018,0.0003504801634053,5.208019094711901e-05,False,True
16,1491.6636585840254,-0.0002273321287233,0.0003503406396338,5.209518114179966e-05,False,True
17,1491.6650475053975,-5.215406728709127e-05,0.0003503078105111,5.2109940412267764e-05,False,True
18,1491.6664364267697,-0.0002778172658572,0.0003502544340829,5.212448824738492e-05,False,True
19,1491.6678253481423,-0.0002428293372886,0.0003501640084763,5.213884329004285e-05,False,True
20,1491.6692142690486,0.0005182624172128,0.0003502838580572,5.2153022789409506e-05,False,True
21,1491.67060319042,0.0004556775364683,0.0003502114477227,5.2167043144478e-05,False,True
22,1491.6719921117926,0.0009462237922086,0.0003502196841072,5.2180922224888664e-05,False,True
23,1491.6733810331657,6.324053187611867e-05,0.000350080276751,5.219468016883547e-05,False,True
24,1491.674769954071,6.09755552396507e-05,0.0003498855721137,5.220834016478764e-05,False,True
25,1491.6761588754432,0.0002611279643254,0.0003499050716812,5.222192610130502e-05,False,True
26,1491.6775477968154,0.0004145503291219,0.0003498609211678,5.223546199980417e-05,False,True
27,1491.6789367177216,-4.327297468620373e-05,0.0003497551869455,5.224897276966965e-05,False,True
28,1491.6803256390945,-0.0001819729913457,0.0003497291681195,5.226248449948919e-05,False,True
29,1491.6817145604664,-9.13739258869839e-05,0.0003496134221789,5.227602301465684e-05,False,True
30,1491.6831034813722,-0.000599324738939,0.000349533270225,5.22896131736352e-05,False,True
31,1491.6844924027448,-6.705522936911734e-05,0.0003495148766031,5.2303278660229606e-05,False,True
32,1491.6858813241174,-1.4066697005432616e-05,0.0003495049813001,5.2317040859579386e-05,False,True
33,1491.6872702450232,0.0004835725118859,0.0003495979389401,5.233092017468071e-05,False,True
34,1491.6886591663952,0.0002378821514774,0.0003494509354837,5.234493700704667e-05,False,True
35,1491.6900480873023,-0.000185310851652,0.0003493504108473,5.235911312348964e-05,False,True
36,1491.6914370086745,0.0002583861505023,0.0003493100438321,5.2373470987305724e-05,False,True
37,1491.6928259300464,-4.7564509365827234e-05,0.0003492880704388,5.2388032560219116e-05,False,True
38,1491.694214850953,-7.271767096028725e-05,0.0003492225577125,5.2402820131157665e-05,False,True
39,1491.6956037723248,-0.0002218485010772,0.0003491244195904,5.2417855704480035e-05,False,True
40,1491.696992693232,0.0003840327491779,0.0003492657769033,5.243316053178839e-05,False,True
41,1491.698381614604,0.0005994439482357,0.000349155531587,5.2448755140877424e-05,False,True
42,1491.6997705359754,-0.000527918370242,0.0003490104489835,5.246466123730656e-05,False,True
43,1491.7011594568817,-0.000880539469751,0.0003488408900572,5.2480901983925523e-05,False,True
44,1491.7025483782545,9.793043720307536e-05,0.0003489806466593,5.249749840167276e-05,False,True
45,1491.7039372991608,0.0005090833013703,0.0003489724102748,5.2514468115745906e-05,False,True
46,1491.7053262205327,0.0002569556389424,0.000348951571931,5.2531828493408375e-05,False,True
47,1491.7067151414392,0.0001233220173908,0.0003488175487837,5.254959844345407e-05,False,True
48,1491.7081040628111,1.579523180694764e-05,0.0003487417624047,5.256779789331275e-05,False,True
49,1491.7094929837183,0.00036078693633,0.0003487112324848,5.258644704689232e-05,False,True
50,1491.7108819050904,0.000842392494821,0.00034880605277,5.2605566260918854e-05,False,True
51,1491.712270825996,-0.0002320408959413,0.0003486181584294,5.2625177361411085e-05,False,True
52,1491.7136597473686,-0.0005057454410639,0.0003484841934898,5.264530462669261e-05,False,True
53,1491.7150486682758,0.0001345276912765,0.000348540189263,5.2665971550557654e-05,False,True
54,1491.7164375896475,-0.0003131032176675,0.0003484524703127,5.268719970636179e-05,False,True
55,1491.7178265105542,-0.0003901124233074,0.0003483459211831,5.270901012312365e-05,False,True
56,1491.7192154319257,0.0003357529840322,0.0003484484248801,5.273142238746922e-05,False,True
57,1491.7206043528329,-0.0007697344285091,0.0003482759264667,5.2754454561151974e-05,False,True
58,1491.7219932742055,-0.0002869963816998,0.0003482459495195,5.2778124582089235e-05,False,True
59,1491.723382195111,0.00055009129942,0.0003484096876794,5.280244769927231e-05,False,True
60,1491.7247711164832,0.000485599069929,0.0003482338423253,5.2827437831769024e-05,False,True
61,1491.7261600373902,0.0001009106696194,0.0003481588126459,5.2853110435126454e-05,False,True
62,1491.727548958297,0.0002229809893954,0.0003481338415579,5.2879482710093366e-05,False,True
63,1491.7289378796686,-0.0001158714363498,0.0003479578506846,5.2906572426063416e-05,False,True
64,1491.7303268005749,-2.6524068506006412e-05,0.0003479486247698,5.2934397709416424e-05,False,True
65,1491.731715721947,-3.612041688683121e-05,0.0003479527866178,5.296297621640524e-05,False,True
66,1491.733104642854,-0.0005872845999768,0.0003478628557764,5.2992325066577466e-05,False,True
67,1491.7344935637605,-0.0004629493035643,0.0003477898051576,5.302246051830514e-05,False,True
68,1491.7358824851317,-0.0001536607833898,0.0003478498754672,5.3053396315237716e-05,False,True
69,1491.7372714060389,-0.0008743405863249,0.0003476347981473,5.3085143851990565e-05,False,True
70,1491.7386603274117,-0.0001469254581287,0.0003476918707622,5.311771274677917e-05,False,True
71,1491.7400492483173,-5.459785786854354e-05,0.0003476744375668,5.3151109318466083e-05,False,True
72,1491.7414381692238,-0.000534653695503,0.0003475725159464,5.31853384385288e-05,False,True
73,1491.7428270905957,0.0004369616768933,0.0003476846821157,5.3220403978997805e-05,False,True
74,1491.744216011502,-0.0003560185644637,0.0003475236506122,5.325630810965233e-05,False,True
75,1491.7456049324092,0.0001546740624114,0.0003475777546362,5.329305340244652e-05,False,True
76,1491.746993853781,0.0003988147019633,0.0003476491172328,5.333064148224279e-05,False,True
77,1491.748382774687,-0.0001546144577631,0.0003474437605928,5.336907415047544e-05,False,True
78,1491.749771695594,2.318620819963257e-05,0.0003473641034041,5.34083541875734e-05,False,True
79,1491.751160616501,-0.0001634359457156,0.0003473750173412,5.3448483907649405e-05,False,True
80,1491.7525495378725,-0.0002660155454883,0.0003473001622848,5.348946516245428e-05,False,True
81,1491.7539384587787,-0.0006588697826188,0.0003471965526422,5.353129876324602e-05,False,True
82,1491.7553273796857,0.0002544522437126,0.000347319196191,5.357398379255665e-05,False,True
83,1491.7567163005922,0.000394403957987,0.000347346612001,5.361751695715021e-05,False,True
84,1491.7581052219643,-0.0006409883881204,0.0003470989965967,5.366189526349017e-05,False,True
85,1491.7594941428706,-0.0003419518674583,0.0003471247534882,5.370711629853071e-05,False,True
86,1491.7608830637769,5.9902671569744825e-05,0.0003471499865107,5.375317543635359e-05,False,True
87,1491.762271984684,-2.342462679294499e-05,0.0003471029547179,5.380006621703737e-05,False,True
88,1491.763660906056,-0.0001315474588601,0.0003470313592907,5.384778179591697e-05,False,True
89,1491.7650498269618,0.0001435875978224,0.0003470757426348,5.389631484890209e-05,False,True
90,1491.766438747868,-0.0003851652374962,0.000346899315204,5.394565748063543e-05,False,True
91,1491.7678276687752,-0.0003707409126008,0.000346936597213,5.399580152128748e-05,False,True
92,1491.7692165896815,-0.0002804398703837,0.0003469183200064,5.404673712155458e-05,False,True
93,1491.7706055110536,-0.0007686019401909,0.0003468369165878,5.409845247300582e-05,False,True
94,1491.77199443196,0.0004621148384877,0.0003469158170769,5.415093365127195e-05,False,True
95,1491.7733833528664,0.0001568198297512,0.0003468854326761,5.420416422722219e-05,False,True
96,1491.7747722737736,-0.0001071095530456,0.0003468037964268,5.42581284134684e-05,False,True
97,1491.7761611946798,-0.0002237558498237,0.000346758831006,5.4312810881605234e-05,False,True
98,1491.7775501155857,-0.0005107522315235,0.0003466934346951,5.43681956135095e-05,False,True
99,1491.7789390364926,-0.0007419586623882,0.0003466269615424,5.442426510722683e-05,False,True
100,1491.7803279578652,-0.0005082488362937,0.0003465841207014,5.4480999232885325e-05,False,True
101,1491.781716878771,-0.0002388358258507,0.0003466282130071,5.453837439357888e-05,False,True
102,1491.7831057996773,-0.0006695390146695,0.0003466103141503,5.459636439745835e-05,False,True
103,1491.7844947205838,0.0001785159217426,0.0003466619152448,5.465494106720429e-05,False,True
104,1491.7858836414905,9.030104221707802e-05,0.000346550884125,5.4714073786422994e-05,False,True
105,1491.7872725623972,-0.0002190470826057,0.0003465156102804,5.477373173714208e-05,False,True
