,15th,50th,85th
MEAN,-1.0044111353555665e-05,-2.3941716322173075e-06,5.013138323657151e-06
LN_SIGLC,-7.919698094883937,-7.9075874701584405,-7.894053628452923
T0,1494.445712217737,1494.4467303395927,1494.4477319077932
LN_PER,2.203735543378615,2.203737260729885,2.2037392173675667
LN_ROR,-3.6009982481819036,-3.5808901393731363,-3.5545621289703364
ROR,0.02729646020054474,0.027850896039117147,0.02859389261271331
IMPACT,0.09767423435183108,0.29580031032551074,0.5512518531627073
PERIOD,9.058789876136926,9.058805433274586,9.058823158091988
LD_U1,0.23449939045205892,0.31201438253381175,0.39051343924883947
LD_U2,0.17853636932427555,0.2777050287399958,0.3721378189853384
LN_DUR14,-1.8803906234714347,-1.8690034622887213,-1.8569638277119649
DUR14,0.15253051212016092,0.15427732841089237,0.15614599754283698
ECC,0.03133308690638366,0.15712787817714025,0.5210873765017416
OMEGA,-34.346420679633724,92.443817766434,214.83766878254258
