,15th,50th,85th
MEAN,5.600622169401888e-06,1.6273183726808234e-05,2.719523354716712e-05
LN_SIGLC,-7.0376434150303195,-7.0298302938386446,-7.022226970123028
TTS,1715.2896773204936,1715.2958937987821,1715.3156760573188
TTS_1,1732.8381736271049,1732.8429984929294,1732.8477353148892
TTS_2,1741.5949656553707,1741.610858294479,1741.617814836553
TTS_3,1759.1354238464298,1759.140494571873,1759.1464635516966
TTS_4,1908.1390346310347,1908.150628789036,1908.1559234208223
TTS_5,1916.9030712234614,1916.9086937225484,1916.9171183933922
TTS_6,1925.6841144454247,1925.689169861913,1925.7024157656706
TTS_7,1934.4419570091075,1934.4517072013778,1934.4566794198151
TTS_8,1951.9743560723336,1951.9812572461285,1951.9860001525692
TTS_9,2644.446065793237,2644.4528339837925,2644.4591553923606
TTS_10,2661.9867106732704,2661.995039883582,2662.0079235592602
LN_ROR,-3.8120063584135684,-3.773742765565868,-3.727425218633139
ROR,0.02210378632137615,0.02296594609663512,0.024054691741902952
IMPACT,0.15395141795772732,0.49386812155430854,0.7131351703596128
LD_U1,0.19309370283695104,0.28911716777071095,0.3850309785508399
LD_U2,0.16821183905757814,0.2661604787109473,0.3695126496867642
LN_DUR14,-1.8474131140110848,-1.8131346725096478,-1.7814148339314955
DUR14,0.1576444475039771,0.1631419379091114,0.16839972100225384
PERIOD,8.765497375465651,8.765565803321717,8.765639261097784
T0,1715.3057158766658,1715.309026277722,1715.3130017554627
ECC,0.11873057123117885,0.30586268385269655,0.6218925439952987
OMEGA,-12.867563957108265,90.87469972415715,193.9646492397577
