,15th,50th,85th
MEAN,8.460780367237869e-06,1.699838420644838e-05,2.5847236055322385e-05
LN_SIGLC,-7.646847152087556,-7.635359010162087,-7.623949596311325
TTS,1875.9951972850774,1875.999009257825,1876.0035530992895
TTS_1,1882.5402705813171,1882.547705090903,1882.5517558068827
TTS_2,1889.0570086561154,1889.0618003716593,1889.0668413051546
TTS_3,1895.5699529512217,1895.575494226597,1895.5796398253542
TTS_4,2580.949213830282,2580.95349554416,2580.9578610882104
TTS_5,2587.4823893462935,2587.486641321487,2587.4932242302857
TTS_6,2600.532754816671,2600.5393922725275,2600.5445717898247
LN_ROR,-3.9533261859403823,-3.904192743583073,-3.844376787017705
ROR,0.019190763451381085,0.020157219970367565,0.02139973399829702
IMPACT,0.19378836678898276,0.5931328064375097,0.7855263573007942
LD_U1,0.19202446360087286,0.2972267455653197,0.39985193615002546
LD_U2,0.21358074969540275,0.31652621127974223,0.417117513255408
LN_DUR14,-2.138989562645209,-2.0875840771610816,-2.0304357368888355
DUR14,0.11777378595615383,0.12398631565903631,0.13127830588342032
PERIOD,6.527296921312178,6.527336736202913,6.527380337796096
T0,1876.0019873046235,1876.0046363651531,1876.0071395988411
ECC,0.12986740521408005,0.3717031961330628,0.6569970108200537
OMEGA,-14.391505622630932,89.5105496422872,195.41772878827143
