,15th,50th,85th
MEAN,-7.025967803657021e-06,3.2176697327503518e-06,1.4000114615433741e-05
LN_SIGLC,-6.398065665521102,-6.394125936586499,-6.390119542551973
T0,1685.9755116760316,1685.9771778296301,1685.9794131913575
LN_PER,2.223309744310521,2.223311926317141,2.223314083260018
LN_ROR,-3.7471086776716724,-3.710397672575451,-3.662022335247186
ROR,0.02358584163570006,0.024467791168001476,0.02568052554434833
IMPACT,0.16686202465624378,0.4959831980382793,0.7051891166084823
PERIOD,9.237855262940721,9.237875420024048,9.237895345615122
LD_U1,0.27256380398416663,0.36637599102377016,0.45949260708757605
LD_U2,0.18600013742469035,0.283394043360909,0.38332950903189356
LN_DUR14,-2.2065112647498593,-2.17855725625764,-2.1535373748573488
DUR14,0.1100840334103375,0.11320473830651777,0.11607283757264769
ECC,0.10118246710409705,0.28442459965452493,0.6128872724079738
OMEGA,-17.595423888496207,89.57175544276905,196.93393720801873
