,15th,50th,85th
MEAN,-6.076596830033068e-06,1.4622701027486229e-06,8.608852884700618e-06
LN_SIGLC,-6.389542936246803,-6.386829814763251,-6.3840677646135715
T0,1686.6045569298558,1686.6058284460446,1686.606764581973
LN_PER,1.4476206664020685,1.4476220349514624,1.4476234812189899
LN_ROR,-3.682993090795192,-3.655928670538088,-3.5973966363358962
ROR,0.025147593049960556,0.02583749182078314,0.027394948722166558
IMPACT,0.11451716503804861,0.3545585668487351,0.7158485716147441
PERIOD,4.252983201238499,4.252989021660064,4.252995172624429
LD_U1,0.2865031002560017,0.3721572771377497,0.46179198863205584
LD_U2,0.2157824581243119,0.310427671739421,0.40769691200432256
LN_DUR14,-2.231956524189606,-2.214256274972639,-2.186441971004157
DUR14,0.10731825383593711,0.10923472464621363,0.11231566090445076
ECC,0.0364860312900352,0.23075472297688354,0.6113300774486767
OMEGA,-50.61840425824056,66.73291379490647,229.07106024023034
