,15th,50th,85th
MEAN,5.335147274401011e-06,8.331753184318611e-06,1.1444946093517508e-05
LN_SIGLC,-7.531375611454203,-7.527731167084042,-7.524177566894226
TTS,1700.7257299366481,1700.7361652043453,1700.7479912750428
TTS_1,1719.5708995826087,1719.5881029827283,1719.6019806110571
TTS_2,1757.2540089501717,1757.2579534642202,1757.2618530189084
TTS_3,1794.9105303535391,1794.9211840832738,1794.9278125077287
TTS_4,1832.6152121170571,1832.6209113081632,1832.6259082990675
TTS_5,1851.4532167274635,1851.461882086977,1851.466156366236
TTS_6,1889.1365351692418,1889.1413121739229,1889.1469706125997
TTS_7,1907.9882839164002,1907.9968372997396,1908.0069036236196
TTS_8,1945.662235989566,1945.6720529337229,1945.6790636407143
TTS_9,1964.50563361619,1964.508952344007,1964.5124159562993
TTS_10,2002.184763723395,2002.1890257319776,2002.1947057525995
TTS_11,2021.0049871891993,2021.0166204001523,2021.0282577618125
TTS_12,2397.833761436935,2397.8409352671924,2397.848722300335
TTS_13,2416.6758029680177,2416.682282344622,2416.685970072464
TTS_14,2435.524028097111,2435.5389682441355,2435.5446396691136
TTS_15,2586.2517102651036,2586.256825427618,2586.263471398812
TTS_16,2605.078227817019,2605.0881849181674,2605.110887981217
TTS_17,2642.746343881091,2642.752343876612,2642.7610306556294
TTS_18,2661.619207227814,2661.625450137554,2661.630830388101
TTS_19,2699.2801289958334,2699.3218319071707,2699.342116776789
TTS_20,2736.991426644648,2736.996566184152,2737.00107354016
TTS_21,2755.793367665969,2755.8127596424315,2755.8228367619377
TTS_22,2774.6524372028707,2774.657575373272,2774.6646281073263
TTS_23,2793.5252028531863,2793.529534957437,2793.5332195194833
TTS_24,2812.3366967271545,2812.3489856327615,2812.3650568856424
TTS_25,2831.189926233881,2831.196502714293,2831.2033332248757
TTS_26,2850.0383765429674,2850.051819963081,2850.071751735377
TTS_27,2868.8665749504507,2868.872336157063,2868.880256209958
TTS_28,2887.6984369180814,2887.709108097816,2887.7167738564503
TTS_29,2906.5389911820325,2906.5499075360162,2906.565951813571
TTS_30,2944.227741770594,2944.2359441749995,2944.242594600758
LN_ROR,-4.052120324149111,-4.0324895548458635,-4.010182959912486
ROR,0.017385472693679207,0.01773013482034715,0.01813007785587859
IMPACT,0.07195280345778547,0.2419428100910842,0.5151581928262325
LD_U1,0.142021365634303,0.22949062921688546,0.3213933387906663
LD_U2,0.1649126734571093,0.26360265939843,0.3704929055896613
LN_DUR14,-1.3721382788146472,-1.3546023774324445,-1.3349606896267114
DUR14,0.253564188529231,0.25804988051130273,0.2631685205054754
PERIOD,18.840875140805462,18.84095222252575,18.841029186071964
T0,1700.7305222517357,1700.7334819398625,1700.7363330813214
ECC,0.030722737359842205,0.16159849683523403,0.5207075430979043
OMEGA,-41.38011219442652,95.3093546905443,221.78810656167167
