,value,err_upper,err_lower,units
PERIOD,18.840781800480116,9.728888361237864e-05,-0.00012000148922908238,days
T0,1700.735197676977,0.002651549803204034,-0.0027517846804130386,days
ROR,0.0177347881685649,0.0005260249633778566,-0.00039757584170614993,
IMPACT,0.26787720478069865,0.29507853954563745,-0.18653072240400764,
DUR14,0.2598854227851356,0.004621587554630491,-0.0038648117488471745,days
ECC,0.19621083835621056,0.3614498130933349,-0.1548741948514173,
OMEGA,91.13790817270053,144.08814303666566,-146.13878480459405,deg
R_PL,2.437780558130175,0.08410411900653791,-0.06992320401095586,R_earth
