,15th,50th,85th
MEAN,-4.947254482692572e-06,2.6734801526821346e-06,9.525655366812776e-06
LN_SIGLC,-6.515504701392821,-6.512347118906598,-6.5091743427274045
T0,1688.188319790297,1688.1903356222322,1688.1920813769218
LN_PER,1.577315052558327,1.5773174844444668,1.5773202419831749
LN_ROR,-4.039411030271952,-4.000425674774716,-3.9499095233278037
ROR,0.01760783984691825,0.018307844042428863,0.01925644396889971
IMPACT,0.16705146442823876,0.4833668857422199,0.6904146462377515
PERIOD,4.841937993950617,4.841949769006832,4.841963120889152
LD_U1,0.24909147548881894,0.35288831809841303,0.4522785710596664
LD_U2,0.17732867714926037,0.2809772740201697,0.3825139750081963
LN_DUR14,-2.404479148065345,-2.3702914483651947,-2.3329107585853657
DUR14,0.09031252281384718,0.09345348544304877,0.0970129544286189
ECC,0.08868362974302137,0.25018640312422485,0.6056225046089088
OMEGA,-23.110257558439894,90.27038671113257,203.2481319842313
