,idx,calculated,observed,ttv,ttverr1,ttverr2,significant
0,0,1687.6493982544823,1687.6430563640342,-9.132322245241085,8.485283560357267,-5.439143488609701,True
1,1,1703.5727628748666,1703.5720932291129,-0.9642898854144732,4.407416012416675,-4.782744110134738,False
2,2,1719.4961274952507,1719.499087050353,4.26175934728235,6.329673880604613,-4.678520046753421,False
3,3,1735.419492115635,1735.422124966623,3.7913054227101384,3.6617987438441904,-3.662576617999444,True
4,10,1846.8830444583243,1846.889207365487,8.874586314232147,3.9245523208312645,-6.449380338765596,True
5,11,1862.8064090787086,1862.803255224888,-4.541549501591362,4.757516480568033,-4.347228350132357,False
6,12,1878.729773699093,1878.734515272718,6.827866020139481,6.159388308776707,-6.07042042439467,True
7,13,1894.653138319477,1894.6658441310542,18.29636867121735,5.1138705327177325,-12.85053422684005,True
8,14,1910.5765029398613,1910.5796739530933,4.566259054190596,4.954554370575926,-4.971847465071856,False
9,15,1926.4998675602455,1926.4958468644709,-5.789801915525459,7.177213649247282,-9.932170933694374,False
10,21,2022.0400552825506,2022.0459060761902,8.425142841078923,4.950041059419671,-4.556432921116044,True
11,45,2404.2008061717715,2404.2013360552032,0.7630321416218067,4.659085711828277,-5.256871578491214,False
12,46,2420.124170792156,2420.125353215781,1.7026900204655249,4.418068410483361,-4.948951126929391,False
13,47,2436.04753541254,2436.043221416527,-6.212154258755618,7.9197679980225795,-7.5717261934015925,False
14,57,2595.281181616382,2595.1827252126927,-141.77722131273185,12.05459511338654,-9.163207964205114,True
15,60,2643.0512754775345,2643.0687575851057,25.17423490244255,10.902216824706471,-13.22984035146491,True
16,61,2658.974640097919,2658.987308119654,18.241951298332424,4.32063979410084,-4.262924373550703,True
17,67,2754.514827820224,2754.520159450787,7.677548010688042,9.27278176232812,-7.047462063053415,True
18,72,2834.131650922145,2834.140693296135,13.021018545332481,4.869316996234456,-4.77561514007925,True
19,73,2850.0550155425294,2850.074369724502,27.870022040588083,10.545604582476669,-11.343341422258751,True
20,79,2945.5952032648347,2945.602275759785,10.1843927281152,4.148164916946741,-3.5530580254242956,True
21,80,2961.518567885219,2961.5260297222776,10.745045364383259,3.9825475041595495,-5.020006790570684,True
