,MEAN,LN_SIGLC,TTS_0_0,TTS_0_1,TTS_0_2,TTS_0_3,TTS_0_4,TTS_0_5,TTS_0_6,TTS_0_7,TTS_0_8,TTS_0_9,TTS_0_10,TTS_0_11,TTS_0_12,TTS_0_13,TTS_0_14,TTS_0_15,TTS_0_16,TTS_0_17,TTS_0_18,TTS_0_19,TTS_0_20,TTS_0_21,LN_ROR_0,ROR_0,IMPACT_0,LD_U1,LD_U2,LN_DUR14_0,DUR14_0,PERIOD_0,T0_0,QUALITY
10,1.904252499544396e-05,-7.646916960517167,1687.650942299291,1703.5688609991946,1719.4991295804825,1735.4201609286156,1846.889768957369,1862.8034091768068,1878.7305912646264,1894.6648710577879,1910.5729781538103,1926.4972115841772,2022.046753379211,2404.2034970557884,2420.1251052575335,2436.0476581257108,2595.191455117405,2643.062069013802,2658.984126516711,2754.525279861042,2834.1368913102165,2850.065945657833,2945.6067505116316,2961.524704488225,-3.771982778475858,0.02300640143594311,0.7907148326601332,0.15573023616018777,0.3430943261660937,-1.6897201235906105,0.1845711738822823,15.923360683563633,1687.6493900438893,0
11,1.984791319371697e-05,-7.630065104039908,1687.638915154512,1703.5734641822883,1719.4993686693772,1735.4237758212334,1846.889601105098,1862.8037856838398,1878.735888331751,1894.6652089307659,1910.583488634804,1926.493210451098,2022.046565908863,2404.1966104356966,2420.12355969696,2436.0447020320917,2595.1846807958386,2643.0579939995737,2658.990282404028,2754.514875478616,2834.1452065911353,2850.0664469376934,2945.598196047225,2961.5269979040995,-3.833647553306915,0.02163057289349952,0.500952874949679,0.25675444582218465,0.23693237694156566,-1.7221842286591693,0.1786754533378092,15.923326192979312,1687.6499299516313,0
12,1.3329254098117724e-05,-7.6434006317344405,1687.6447393514209,1703.5719751464067,1719.4986320359683,1735.4201476963256,1846.8907843276515,1862.802116330889,1878.7342871697435,1894.6662753698158,1910.5796638296993,1926.4976822873991,2022.0434720850678,2404.204902237716,2420.1282066869617,2436.0476721056316,2595.180718356695,2643.079015087626,2658.985213255036,2754.5246112688155,2834.136674213676,2850.0841450787916,2945.6063449612006,2961.525774046373,-3.8225630056516113,0.02187167177699061,0.6582555329373455,0.33111806629852647,0.27040306322212637,-1.6900951372981627,0.18450197013904465,15.923408219213139,1687.6492712713516,0
13,1.347081531704818e-05,-7.6391626581997025,1687.6466222101667,1703.5705640886565,1719.5007202313427,1735.4213762611207,1846.8900315106418,1862.8016351553188,1878.7343065171558,1894.6648769076485,1910.582695146739,1926.4970424540977,2022.0424733622958,2404.2021319797273,2420.127775689764,2436.0470380233933,2595.1857541156537,2643.07540623162,2658.985350338472,2754.5251355600744,2834.1375496922283,2850.084444616443,2945.6064902325734,2961.526213768957,-3.8152155849783855,0.022032963965536077,0.6488357003459693,0.2755223522544925,0.27785133749361157,-1.69832865001409,0.18298910745535904,15.923406309454919,1687.6494570879165,0
14,1.529922361625303e-05,-7.644391813006849,1687.648739427618,1703.5705757314513,1719.5007470720234,1735.4220851588034,1846.892905884319,1862.8021018333097,1878.7393699765355,1894.6652256337911,1910.5781187673392,1926.4972359511232,2022.0442144168044,2404.1996626420746,2420.126937256081,2436.042476438059,2595.1800021354434,2643.073891977891,2658.9835675814898,2754.524127586558,2834.13565338597,2850.0837840906083,2945.6015958269413,2961.524234096697,-3.866609110445277,0.020929217904025202,0.17212294011125265,0.2812698779853804,0.3337451385629575,-1.7136343098490172,0.1802096632964804,15.923352402541383,1687.6505548757168,0
15,1.592429869137388e-05,-7.646847328825811,1687.6529809196222,1703.5704475246496,1719.499186745496,1735.4238804462243,1846.8907607466222,1862.8039072555641,1878.7366636412414,1894.6695458199079,1910.577418767336,1926.4941271037974,2022.0425392448742,2404.1988147586067,2420.1286567092225,2436.035372919577,2595.183912858537,2643.064709980271,2658.9847588213097,2754.5152441624973,2834.1401377393095,2850.0800816655637,2945.60435446363,2961.5260579765263,-3.8326284484542943,0.0216526279515998,0.29660904319866854,0.18155276455507763,0.21177238718241287,-1.7193703811678054,0.17917892683056685,15.923335242455693,1687.6505479078567,0
16,1.4088890801330684e-05,-7.637927466067224,1687.6472775578914,1703.5779960951,1719.5000628276014,1735.4209841966403,1846.8872222130772,1862.805346362423,1878.7393681316807,1894.665578558524,1910.5826427953232,1926.48334696315,2022.0440399225786,2404.2040708390723,2420.128571862422,2436.0450203678165,2595.182426932898,2643.077733480852,2658.985084581106,2754.521148062194,2834.141891223154,2850.080162409541,2945.5979644498702,2961.527882457235,-3.8261199776072345,0.021794013050691525,0.5195933278784265,0.21749621659816487,0.3458392016794085,-1.692408117620634,0.18407571386387916,15.92337359691002,1687.6501842876437,0
17,1.4085670564068883e-05,-7.638660757017156,1687.647195542504,1703.5782660322575,1719.4999811572009,1735.4208016159162,1846.8863418335336,1862.805940707757,1878.7398752262318,1894.6675392914087,1910.5816200324155,1926.484863554913,2022.0443638106642,2404.204611631497,2420.1285710915695,2436.044572210098,2595.183394037506,2643.077744656641,2658.98548102854,2754.521236008347,2834.142784830169,2850.0781196557155,2945.5977387429425,2961.527076288185,-3.821479649368759,0.02189537942962519,0.6012712367632981,0.2387259495809817,0.35220161888135526,-1.6907457449530179,0.18438197078541824,15.923367019498482,1687.6505245728047,0
18,1.669133117934034e-05,-7.654358199569484,1687.641402463639,1703.5714152984453,1719.4985571755367,1735.4211326851446,1846.8885109694318,1862.8030328292132,1878.7325259224713,1894.6692397343206,1910.576825249941,1926.4933589793675,2022.0482460572082,2404.1971746159206,2420.125853685609,2436.046397971149,2595.1823046263535,2643.073049542006,2658.988786524621,2754.5188084709907,2834.144789069958,2850.076217008511,2945.603530906928,2961.5284218272814,-3.818614692652819,0.021958198688230318,0.5752799772241718,0.20580027854046423,0.3852398306946483,-1.6986977676415604,0.18292157541456225,15.923401728109377,1687.6484371879883,0
19,1.800692623840692e-05,-7.652137992876009,1687.640789948969,1703.57661733189,1719.5006528130111,1735.420653394043,1846.8944837636964,1862.800820397692,1878.734775290492,1894.6651547327647,1910.582756176877,1926.497279129745,2022.0461384465455,2404.1958247463085,2420.1261591699604,2436.044438899011,2595.164857902916,2643.0762048259026,2658.9900493288496,2754.5206941106994,2834.142787292817,2850.0861227959786,2945.6032226116395,2961.5261495776767,-3.8694505677956252,0.020869832834002282,0.22561599167388274,0.2180547597679514,0.406867546466692,-1.724659410726146,0.1782337459385263,15.923373116597528,1687.6497838041832,0
20,1.990217017954213e-05,-7.627645594248711,1687.6459744992776,1703.5679769517553,1719.4998006218273,1735.423766842105,1846.8833701256765,1862.8051139070972,1878.7316748244364,1894.6634747546073,1910.5747756655207,1926.498893203201,2022.0439933555551,2404.2109756120426,2420.123619234598,2436.0436636254044,2595.2029745702207,2643.0609094633055,2658.9844743898693,2754.5157514284033,2834.1377910769934,2850.0760654382934,2945.607575342368,2961.5276084898087,-3.7656701620720496,0.023152091381609594,0.809835907466301,0.3877257425542635,0.12487426392432988,-1.6796070900599898,0.18644721861508085,15.923398699273129,1687.6485749861752,0
