,15th,50th,85th
MEAN,-2.9416477431204693e-05,-2.4396200134302385e-05,-1.9330626129398674e-05
LN_SIGLC,-7.629026880143719,-7.622351237431248,-7.615824510252766
TTS,1690.7693319100342,1690.7723119407215,1690.776416338545
TTS_1,1698.2097057523395,1698.2110340562926,1698.2125576502988
TTS_2,1705.647701127511,1705.6494601483084,1705.6521843658372
TTS_3,1713.0790318447762,1713.0817663413886,1713.0855078765626
TTS_4,1720.5134524466177,1720.5154470641992,1720.517694713255
TTS_5,1727.9481558224204,1727.9509392317518,1727.9546653588006
TTS_6,1735.3816529824994,1735.3834821627845,1735.3855296793265
TTS_7,1742.814125431148,1742.8156794174388,1742.8171840270875
TTS_8,1757.685861844026,1757.6885808671577,1757.6909941481306
TTS_9,2426.7518900681675,2426.7571925166885,2426.7592523653398
TTS_10,2434.1918674891176,2434.193979069169,2434.196537344131
TTS_11,2441.627535390019,2441.6304980013097,2441.6325414113435
TTS_12,2776.1604967845733,2776.162111750251,2776.1637728511187
TTS_13,2783.53066583139,2783.540011826645,2783.548445245732
TTS_14,2791.0271958263706,2791.0290854007044,2791.0308144434453
TTS_15,2798.460159960492,2798.4629591009143,2798.4654372451932
TTS_16,2805.895565213032,2805.896986004234,2805.8982811516166
TTS_17,2813.3309353942027,2813.3334194425424,2813.3372587237864
TTS_18,2820.764979296818,2820.766478729795,2820.768803576084
TTS_19,2828.196401800653,2828.1989330405813,2828.200636916878
TTS_20,2835.6325383142635,2835.634157971776,2835.635734374515
TTS_21,2843.066368406722,2843.0692902735505,2843.0715846292774
TTS_22,2850.5002699459224,2850.502830777027,2850.5057236281796
LN_ROR,-3.758482509743622,-3.736907948824024,-3.7095797541762385
ROR,0.023319100046240864,0.023827665704837776,0.024487812010331917
IMPACT,0.14384310636014322,0.39522129270159095,0.5898022357778758
LD_U1,0.29465101903236457,0.377375760448725,0.457246632005446
LD_U2,0.114971810646459,0.20752239421079555,0.3019446034349387
LN_DUR14,-2.2083938612051246,-2.1947119482002564,-2.178452705723854
DUR14,0.10987698455508463,0.11139064315933828,0.11321657454106634
PERIOD,7.434089579165403,7.434098428784618,7.434107138829419
T0,1690.7781254529555,1690.779025638306,1690.7799102709857
ECC,0.06420341869557845,0.20212497927347728,0.5510137007141378
OMEGA,-19.47520065640927,89.08315707033422,198.54799084651586
