,idx,calculated,observed,ttv,ttverr1,ttverr2,significant
0,0,1690.779025638306,1690.7723119407215,-9.667724521641503,6.046068092061575,-4.4827722425677115,True
1,1,1698.2131240670906,1698.2110340562926,-3.009615549017326,2.5370125555796994,-2.310651915433461,True
2,2,1705.6472224958752,1705.6494601483084,3.2222195038411883,4.12454109650205,-2.845436409720209,True
3,3,1713.0813209246598,1713.0817663413886,0.6414000894437777,5.536371410390309,-4.145570606027323,False
4,4,1720.5154193534445,1720.5154470641992,0.039903486758703366,3.4783011827884653,-3.1512356979829423,False
5,5,1727.9495177822291,1727.9509392317518,2.046887312681065,5.514781449247673,-4.212530301920567,False
6,6,1735.3836162110138,1735.3834821627845,-0.1930294501289609,3.2118698313252634,-2.935733229085372,False
7,7,1742.8177146397982,1742.8156794174388,-2.9307201975097996,2.5134089504821997,-2.586107451085645,True
8,9,1757.6859114973674,1757.6885808671577,3.8438924980073352,3.701269482225537,-4.124412085741822,False
9,99,2426.754770087983,2426.7571925166885,3.4882973357161973,3.2281791753400233,-7.74478699502948,False
10,100,2434.188868516768,2434.193979069169,7.359195457756869,3.897966325849549,-3.3054767289750275,True
11,101,2441.6229669455524,2441.6304980013097,10.844720290406258,3.206442347659851,-4.458765931686789,True
12,146,2776.15739624086,2776.162111750251,6.7903335226583295,2.7100734717457815,-2.662452959997508,True
13,147,2783.591494669645,2783.540011826645,-74.1352939200442,12.210759191292231,-13.520521819295361,True
14,148,2791.0255930984295,2791.0290854007044,5.028915275906911,2.796804627296271,-3.0140074251422333,True
15,149,2798.459691527214,2798.4629591009143,4.705306128307711,3.7891021593475243,-4.234089543344564,True
16,150,2805.8937899559987,2805.896986004234,4.602309458641685,2.2585781833797927,-2.4220524412339968,True
17,151,2813.3278883847834,2813.3334194425424,7.964723173063248,5.6734412529500675,-3.804682786908303,True
18,152,2820.761986813568,2820.766478729795,6.468359366772347,3.581972461978473,-2.5184407104705295,True
19,153,2828.1960852423526,2828.1989330405813,4.100829449307639,2.764591971222554,-3.8686418232548663,True
20,154,2835.6301836711373,2835.634157971776,5.722992919691023,2.603055000284379,-2.668356306225589,True
21,155,2843.064282099922,2843.0692902735505,7.2117700250964845,3.540971139541231,-4.402661412391978,True
22,156,2850.4983805287065,2850.502830777027,6.4083575816766825,4.356146052359922,-3.908815725523492,True
