,MEAN,LN_SIGLC,TTS_0_0,TTS_0_1,TTS_0_2,TTS_0_3,TTS_0_4,TTS_0_5,TTS_0_6,LN_ROR_0,ROR_0,IMPACT_0,LD_U1,LD_U2,LN_DUR14_0,DUR14_0,PERIOD_0,T0_0,QUALITY
0,3.8067066429897157e-06,-8.336715815805775,1469.5655574845994,1476.4310434132424,1483.296623074275,2204.2145502846174,2211.0813136371344,2217.9509661036795,2224.825141189114,-4.064680658895511,0.017168470996776816,0.356617877594285,0.40802505710222814,0.2422954714211487,-1.9032705560194443,0.14908024573646428,6.865925844525375,1469.565085875581,0
1,-1.983396682685038e-06,-8.327864053193125,1469.5678523408835,1476.4314403999763,1483.2981179809778,2204.2144563578354,2211.0819684207377,2217.945031162148,2224.825698026523,-4.0996315915323525,0.016578782040510474,0.2024821871999887,0.35119553007403637,0.32953519383094765,-1.8857316520291778,0.1517180140182648,6.865901510630052,1469.5665149348217,0
2,1.5231198433905956e-06,-8.351730352632853,1469.5717457301112,1476.424048387779,1483.297693122801,2204.2129565202627,2211.0800932659026,2217.9508328451097,2224.823198294819,-4.015206015125873,0.018039237812062656,0.3550082401649327,0.12621977957817276,0.29759864943760705,-1.9361735809922211,0.14425487466515957,6.865913402468758,1469.5652016125628,0
3,-1.6045629889032844e-07,-8.368965437883054,1469.569953831841,1476.433568353564,1483.2982030285912,2204.211036140688,2211.0816357269637,2217.948662090619,2224.8217617050686,-4.0753789978266415,0.016985775884757873,0.14813857506695882,0.2256091259803863,0.2031507045093366,-1.917009104015809,0.14704610469214158,6.86587866169145,1469.5679779597385,0
4,4.96701239278846e-06,-8.312481501211144,1469.569584028069,1476.4324744746464,1483.291805701375,2204.2152404450867,2211.081614222214,2217.950104065773,2224.824738024316,-4.010770835827489,0.01811942275201632,0.5789352918798053,0.26370906360157176,0.2295643315883933,-1.9210579009475217,0.14645194849519194,6.865922663614423,1469.5653367088532,0
5,2.572987576751901e-06,-8.320473476061641,1469.5687732421472,1476.4319848757734,1483.2917206926065,2204.214078139519,2211.0823231150325,2217.949517877923,2224.8211907987375,-4.0247383631356035,0.017868098495060294,0.6423187602404457,0.256539457816064,0.19071471279551755,-1.916872471894293,0.14706619728600193,6.865916118054802,1469.5648921645416,0
6,-5.012478856571805e-06,-8.338342909649382,1469.5711497808384,1476.4331764337633,1483.2968102040124,2204.211957886135,2211.077579061672,2217.9494368021806,2224.819429834496,-4.072231929635026,0.01703931548194818,0.04858687355664939,0.09791701023746024,0.28690004959390447,-1.9353344884200974,0.1443759686564131,6.865869323812059,1469.5678064996043,0
7,-1.0916496890557993e-06,-8.343511127110785,1469.5700179651508,1476.4331422794749,1483.2984586345083,2204.21234179788,2211.078726382232,2217.948713730854,2224.8195422494873,-4.062258714077594,0.017210102480366758,0.1349309777278047,0.041250586470022554,0.25543786427282633,-1.9172242592350743,0.14701447035851248,6.8658700410085265,1469.5679621598367,0
8,-2.6832755594777043e-06,-8.346124382732684,1469.57010192406,1476.4338307232874,1483.2963410438867,2204.2119003651533,2211.0787926672415,2217.949000446189,2224.8198239385347,-4.059091643242748,0.017264694496757143,0.13276227186597148,0.07067012412069151,0.24520489621690378,-1.9171581481017852,0.1470241899730416,6.86587460914027,1469.5675124162938,0
9,-1.1157752109847783e-06,-8.322484066301376,1469.5704147292824,1476.4328549503584,1483.2930649466437,2204.2141783146685,2211.080166891089,2217.9500310590383,2224.825635117226,-4.040195342105925,0.017594035224027825,0.5109390225139187,0.278764002354156,0.13307497014150704,-1.9360154813324844,0.14427768311471606,6.8659112925949,1469.566158734905,0
10,1.0770304755416343e-06,-8.320273092948552,1469.570569090504,1476.4314047608216,1483.2948258004697,2204.2135410513674,2211.080191852143,2217.951231307672,2224.8265589722473,-4.013809793418092,0.018064442178835165,0.7071321557891033,0.27119956617017116,0.06767030936942575,-1.9256362497811619,0.1457829729578483,6.86591359461677,1469.5662974268141,0
11,-1.7742865393590654e-06,-8.326182868825104,1469.5708282496523,1476.4280688083368,1483.2935852798055,2204.215421918382,2211.0786884192785,2217.9482270201597,2224.8227819620756,-4.050855935199131,0.01740746859600082,0.28688809883279953,0.3075655179374337,0.1388204376656108,-1.9297205581282144,0.14518876463557104,6.865911547678765,1469.5648936174389,0
12,-2.460824980147042e-06,-8.339921355478902,1469.5705175214846,1476.4294479172104,1483.292368240282,2204.213985762311,2211.0821593464907,2217.9494828194274,2224.82545179449,-4.050023737126237,0.01742196108729564,0.18091936866155042,0.24292215912643855,0.23083874375581104,-1.9181085733264898,0.1468845208572885,6.865926074141034,1469.5648170002946,0
13,5.327786008006579e-06,-8.333904798598182,1469.5695588253834,1476.4339527571237,1483.2938278727077,2204.2131620243395,2211.079135665286,2217.9490723080526,2224.82449247374,-4.017514461252357,0.017997643231306294,0.5878672118702865,0.2110414578646811,0.281406501643811,-1.912772614475444,0.1476703854223056,6.865898606676492,1469.5665015441439,0
14,1.3496564143849918e-06,-8.312364460064698,1469.5681436196899,1476.4304388594298,1483.2953778521812,2204.2117846725473,2211.080072346958,2217.9499610287926,2224.8223787797406,-4.0201799844831125,0.017949733975158328,0.43424456733579897,0.2660859671736855,0.15942386331618974,-1.9440807618004226,0.14311872308637294,6.865905301337349,1469.565362924988,0
15,6.93823453157662e-07,-8.329745891092255,1469.5661861562708,1476.4311039170377,1483.2933792157075,2204.2132721702797,2211.0790375409338,2217.950140767708,2224.825187802861,-4.044993955924708,0.017509810486087372,0.05624954684013697,0.050192658420051606,0.07957107240675021,-1.9335943624057381,0.14462741975016494,6.865923631660354,1469.564240076461,0
16,5.518384126639307e-06,-8.340065946579687,1469.5660115378012,1476.4327891744856,1483.294303799784,2204.2141799012397,2211.081431755757,2217.9467993929866,2224.8235015485707,-4.039415931608769,0.01760775354517605,0.5587370153586252,0.4241373487938538,0.40317462884489963,-1.8817119910454265,0.15232909634884173,6.865911785867668,1469.5650809552073,0
17,1.8392127946775596e-06,-8.329691930872055,1469.569203308949,1476.4338256136207,1483.2919714731372,2204.2132533785907,2211.0796615007957,2217.9485931292757,2224.821705369254,-4.037100215542704,0.017648575350560823,0.5448628086209897,0.1747147939627589,0.44269969020923594,-1.9063271515551818,0.14862526342556284,6.865899379544806,1469.5657407017923,0
18,-1.574747959824014e-06,-8.341914623931,1469.5661843219507,1476.4318253110812,1483.293822434164,2204.2144587928415,2211.0807667545414,2217.948011050385,2224.823576203017,-4.034678273978151,0.017691370972085563,0.5058121000973381,0.20727724717460605,0.4315675305381803,-1.9153552381767012,0.147289500437941,6.865917821674595,1469.5646509708833,0
19,4.266365148453827e-06,-8.338626391115163,1469.5657315743924,1476.4340688218847,1483.2932331254387,2204.2124418847043,2211.0819401388208,2217.9487604866904,2224.824193701528,-4.075719572795394,0.016979991939656058,0.07054114130702506,0.15515781458389322,0.4906418639918879,-1.9043331978865219,0.14892191096726728,6.865915496165784,1469.5650425584304,0
20,-1.305742212928105e-06,-8.336614821500069,1469.5666321341914,1476.431571801374,1483.294798881745,2204.215272992308,2211.080626324797,2217.9507507935214,2224.823094002006,-4.049635630904794,0.017428723971057103,0.534941869789293,0.2612817204294593,0.0819827660989021,-1.9380118727855233,0.14398993570508617,6.865921008537501,1469.5650380284362,0
21,-5.234537849253635e-07,-8.332162648583079,1469.568158035875,1476.4324749995783,1483.2946149068705,2204.2157756086813,2211.0811534484164,2217.95114180401,2224.824602210127,-4.04503992271967,0.017509005634717304,0.5858897820409611,0.28927931813450325,0.14500510018224988,-1.931127833424233,0.14498458777406295,6.865920844892951,1469.5657873993339,0
22,5.101800996633963e-06,-8.32531624629664,1469.56730075889,1476.4324206073707,1483.2939175564875,2204.2147888285713,2211.0785501402675,2217.9488508377954,2224.8232051472937,-4.030087625515899,0.01777277253706322,0.1595558893163612,0.1459532923080662,0.2586111083447713,-1.938369674798312,0.14393842503213036,6.8659088973590015,1469.5652636758273,0
23,7.132871868689594e-06,-8.337033474596158,1469.566924563472,1476.4338259376443,1483.2926778747228,2204.213032689208,2211.0792482759402,2217.9486414398116,2224.8251943908485,-4.035733314967012,0.017672715693333185,0.13574165056843762,0.19602107142177405,0.2561126529376583,-1.9255765089926424,0.14579168240775764,6.865911445115165,1469.5651776651894,0
24,7.200799012599109e-06,-8.337040323112062,1469.5659207135275,1476.4346959251093,1483.2921023742238,2204.212658107962,2211.0792257042367,2217.947572858057,2224.82446049847,-4.04874332201076,0.017444282717039496,0.09639295561341654,0.2077132667909256,0.2752723956113383,-1.919480413948308,0.14668315685609817,6.865908498335885,1469.5649460584007,0
25,7.438754942372981e-06,-8.327385472732828,1469.5671745806226,1476.4326151620833,1483.2937268761534,2204.2119972324576,2211.079065197985,2217.949897615075,2224.825003955784,-4.0350937032569245,0.017684022984992276,0.1322339527014989,0.23940174697475225,0.24537400576298007,-1.922431536755241,0.1462509149596706,6.86591095696804,1469.5651989178755,0
26,-3.74212392830036e-06,-8.321495057507903,1469.5654999656558,1476.434522451774,1483.2928636108643,2204.2145811881674,2211.080066061303,2217.9477566116684,2224.8226294752085,-4.073484939315159,0.017017978425267408,0.41720866856609895,0.254133144917281,0.28548186753687843,-1.9171810379234395,0.14702082465407015,6.865910334392467,1469.5650147478766,0
27,1.090581791408157e-06,-8.329102400685379,1469.567089207373,1476.432428745496,1483.294132315278,2204.2116763677973,2211.0816394375183,2217.9484528114926,2224.825253682206,-4.025867613187508,0.01784793233237045,0.14285867194964308,0.22945784154049753,0.19104465555943806,-1.921609604548819,0.14637117271198424,6.865912969540199,1469.565243554013,0
28,6.623016671228858e-06,-8.350408643840844,1469.5662700045402,1476.4337042518987,1483.2944229134591,2204.2131322006526,2211.077648041468,2217.949619136106,2224.8233870645454,-4.055668403117313,0.01732389696603198,0.44436642116369046,0.2731111482278803,0.14147885978961794,-1.9250696227389892,0.14586560094002837,6.865903066448514,1469.5655062249527,0
29,5.484654385206274e-06,-8.33260488143835,1469.5675777522458,1476.4332842251074,1483.2944502116677,2204.2143227847555,2211.0785234372315,2217.9496698320945,2224.823884927114,-4.060374268150933,0.01724256456479826,0.1770549268582393,0.32740649286324475,0.15188018916158796,-1.9259904212960308,0.14573134992371747,6.8659061705058235,1469.5658166655955,0
30,2.3160200523962245e-06,-8.348955419588826,1469.5666380571001,1476.4327853379602,1483.2910232828924,2204.2128599394687,2211.079073477333,2217.94951369238,2224.8223465251394,-4.044828847906845,0.0175127017348675,0.4938641871670632,0.23651789121288713,0.19350143940830677,-1.923957299136945,0.14602794096126082,6.865915041535947,1469.5641953087234,0
31,3.194146372647691e-06,-8.34697594866002,1469.5667120982032,1476.4330461847558,1483.296420780754,2204.212893810722,2211.080050345348,2217.9507303434443,2224.825906336732,-4.074096583757432,0.01700757265598475,0.07855048270886024,0.31793974119645196,0.18670373661414152,-1.9293763935532162,0.14523874206478338,6.865911268378855,1469.5660765169148,0
32,9.015206821233249e-08,-8.346551968347056,1469.5649442953954,1476.4353394897735,1483.2914743319811,2204.2136704156846,2211.0829155389015,2217.946891531279,2224.821910733879,-4.016731282724203,0.018011744120078322,0.5512938893427155,0.22126429375355383,0.43337651791937626,-1.8885912398555265,0.1512847827589776,6.8659145343276125,1469.5646421193899,0
33,9.021408088999835e-06,-8.34268983964841,1469.5673336812813,1476.4269828450367,1483.296435870121,2204.2135920919377,2211.081426767319,2217.948506184136,2224.8238743746997,-4.044064122431122,0.017526099266096704,0.15134165541414837,0.2418729860702229,-0.0031549949736202065,-1.9223190553998777,0.14626736638603038,6.8659226899391355,1469.564276615875,0
34,3.8821190755197186e-06,-8.356267642078022,1469.5672926090415,1476.4297415323917,1483.294458946022,2204.2146823744815,2211.0793038816955,2217.9492525815112,2224.8241543137715,-4.045403116453318,0.017502647628252297,0.16963010445420368,0.2705657320928785,-0.039824628523020544,-1.9286637192702827,0.1453422868736172,6.865920292839814,1469.5645311811313,0
35,3.6235482599530497e-06,-8.329163519805515,1469.5658423673171,1476.4293225015094,1483.2939351845844,2204.212974542456,2211.0800799573185,2217.949519754637,2224.8239035627475,-4.023963631346037,0.017881946842668427,0.424604684273165,0.31509598806464045,0.1586521656822888,-1.9187941125327361,0.14678386026678303,6.865925726743689,1469.5637193262253,0
36,6.7621699309146645e-06,-8.34352380253918,1469.5673965729786,1476.4298656643198,1483.2934015950177,2204.211967030972,2211.0785029918284,2217.9494857711607,2224.8235604505567,-4.01142657335743,0.018107545061246365,0.556010404047049,0.26582269524601454,0.17866973396544417,-1.9287060967176668,0.145336127769007,6.865913978451799,1469.5642530704854,0
37,6.074856321979241e-06,-8.340554624489409,1469.5656243789128,1476.4302662813836,1483.2940955504348,2204.211357646466,2211.0790701559827,2217.9489717364186,2224.8227097336307,-4.03990507912312,0.017599142862414846,0.3520706749342747,0.2848862333057878,0.24211369643597402,-1.9255680298277276,0.14579291860471694,6.865912886886281,1469.5640234162747,0
38,3.5709576718340467e-06,-8.34146410227295,1469.5684952313254,1476.429014418333,1483.2931160959474,2204.215308876272,2211.0780537763644,2217.950732099225,2224.825614885909,-4.083209134616691,0.01685329428749085,0.08950635166697636,0.24952338063716617,0.3063397804685648,-1.9241755605370703,0.1459960721763985,6.865928370151206,1469.5642339467572,0
39,-2.097259744921571e-07,-8.34722216282955,1469.5652974083519,1476.4280031749058,1483.2938804771734,2204.2122840956813,2211.0781315874588,2217.947884434731,2224.82294751027,-4.063813695601887,0.017183361884932687,0.04106794634580032,0.3105225853012028,0.28808201377575515,-1.9152728813142232,0.14730163123859352,6.8659195286063675,1469.5630849553702,0
40,2.104466826285406e-06,-8.350974404539068,1469.567973825513,1476.4290952685556,1483.2944686284716,2204.211988458344,2211.0781365875014,2217.9482320641773,2224.819635672989,-4.056856863035492,0.017303320438472238,0.03427190255522329,0.3002451505950947,0.21542922964880784,-1.9178870622057116,0.14691706101599902,6.865898132589691,1469.5645780805505,0
41,4.972996924070127e-06,-8.331427207396855,1469.5645604184087,1476.4294941625317,1483.299947711391,2204.214906346442,2211.0814874924854,2217.9478819400792,2224.8262728415248,-4.048423987400435,0.01744985416979485,0.10794671488640357,0.18624438149194567,0.3613438956624422,-1.9085592325768737,0.1482938897597424,6.865920319369651,1469.5653387640466,0
42,1.7536253509373255e-06,-8.330395677991529,1469.5663858425157,1476.4319742119985,1483.293263978178,2204.21562831815,2211.0808264290918,2217.9471565994922,2224.8244276662294,-4.0896368549421,0.016745313432391714,0.16174389028721817,0.35663053913271936,0.1748465671806254,-1.9014764671567037,0.149347949014924,6.865921231678177,1469.5645835431844,0
43,6.290978827125616e-06,-8.34302814813784,1469.5645663666014,1476.4365493615446,1483.291962476878,2204.2145708673693,2211.0814975975145,2217.9476242164324,2224.8218356637376,-4.04061911764011,0.017586580881947752,0.3917598353176131,0.2575748903656985,0.28761439176976533,-1.906895481128469,0.1485408192913428,6.8659107923605145,1469.5650843269336,0
