,idx,calculated,observed,ttv,ttverr1,ttverr2,significant
0,0,1765.609634839201,1765.605937183876,-5.32462366787513,3.797687770767914,-4.021565058935116,True
1,1,1771.9730204694495,1771.9815232192361,12.24395969278703,4.181890478599569,-5.393401948029468,True
2,2,1778.3364060996983,1778.331724153944,-6.742001886232174,2.997713940907583,-3.4433236475755176,True
3,3,1784.6997917299468,1784.6998842192293,0.1331845667300513,2.903083297057057,-2.8043682708187005,False
4,171,2853.7485776117223,2853.749774803209,1.7239557411085116,4.623010578358182,-4.62130540888422,False
5,172,2860.111963241971,2860.112516218574,0.7962863084685523,3.248503878918159,-3.22849594807215,False
6,173,2866.47534887222,2866.4763254296354,1.4062426782766124,2.844230736130044,-3.0586671708810678,False
7,174,2872.8387345024685,2872.836873255448,-2.680195709253894,3.2456131203796956,-3.55300168215609,False
8,175,2879.202120132717,2879.2016521482165,-0.6738976808264852,3.8293439741766346,-3.7957128459955203,False
9,176,2885.5655057629656,2885.5721368272834,9.54873261769535,3.9137899057590637,-4.037669813436962,True
10,177,2891.928891393214,2891.9288066292143,-0.1220601598470239,3.3899239974139075,-3.0583114641665845,False
11,178,2898.2922770234627,2898.2862212165464,-8.720361959422007,3.0086868455339832,-2.666977960826309,True
12,179,2904.6556626537117,2904.6549660275928,-1.00314161129063,3.462717721318258,-4.125520058001758,False
