,15th,50th,85th
MEAN,-1.1375053395532736e-05,8.660590592130739e-06,2.8809951921291807e-05
LN_SIGLC,-6.545461948166969,-6.536326961597176,-6.527047427315832
TTS,1765.603451687266,1765.605937183876,1765.6082811803674
TTS_1,1771.9780009504568,1771.9815232192361,1771.9841638250914
TTS_2,1778.3297002853221,1778.331724153944,1778.3334190647247
TTS_3,1784.6984108246315,1784.6998842192293,1784.7014977353413
TTS_4,2853.746829053434,2853.749774803209,2853.7527490055145
TTS_5,2860.110670999109,2860.112516218574,2860.1144209932345
TTS_6,2866.474625455114,2866.4763254296354,2866.477887580383
TTS_7,2872.83475994103,2872.836873255448,2872.838775652149
TTS_8,2879.1993442808684,2879.2016521482165,2879.2040208516846
TTS_9,2885.569638770841,2885.5721368272834,2885.5745711834434
TTS_10,2891.9271069633464,2891.9288066292143,2891.930826755251
TTS_11,2898.284876457388,2898.2862212165464,2898.2879254778904
TTS_12,2904.6523996823094,2904.6549660275928,2904.6570448424422
LN_ROR,-3.1165011391717625,-3.089556645682651,-3.0562070248806337
ROR,0.04431193881058729,0.04552213236521713,0.04706587678749337
IMPACT,0.13597361893243837,0.4197901048617289,0.6063492650489279
LD_U1,0.3147459970635806,0.40021323052178626,0.48092267458238463
LD_U2,0.16522142133804593,0.26358092221493423,0.35924881866230485
LN_DUR14,-2.2362219567660917,-2.2177707835543727,-2.196467757777824
DUR14,0.10686146994276086,0.10885149209851021,0.11119523400206431
PERIOD,6.363377190201727,6.363385630248663,6.363394198031193
T0,1765.6083613763815,1765.609634839201,1765.6108435035803
ECC,0.07374954226452966,0.21052160328094924,0.5315914435321692
OMEGA,-17.240993902741224,86.08265914923962,195.70898222206299
