,value,err_upper,err_lower,units
PERIOD,12.996908644457484,0.0017076893873397836,-0.0019231606499499065,days
T0,1745.9221157064947,0.0034879839813584113,-0.0028505610046067886,days
ROR,0.035876645448052046,0.001291805159188926,-0.0010424423977030556,
IMPACT,0.3104922911509269,0.2748583128934916,-0.19448250767803943,
DUR14,0.18499352057117935,0.004826161112816502,-0.0037749776514163225,days
ECC,0.17778722230625021,0.36328623795953374,-0.14162830000195392,
OMEGA,102.39115623383836,127.83495073073793,-151.48531516021873,deg
R_PL,4.008640131231152,0.16172971278130177,-0.14152900619964326,R_earth
