,15th,50th,85th
MEAN,1.500335173766633e-05,2.0272206272112585e-05,2.564789483398758e-05
LN_SIGLC,-7.316678347511954,-7.311715702151055,-7.306399186632216
T0,1739.4735327324922,1739.4740005824212,1739.474468757218
LN_PER,0.3729770816767124,0.37297834406563846,0.37297947334514736
LN_ROR,-4.048347489802942,-4.022909733477709,-3.9952684961266187
ROR,0.01745118909277399,0.017900802522615195,0.01840250474609359
IMPACT,0.08270418942582869,0.2554035070276418,0.5343427356484655
PERIOD,1.4520510608757844,1.4520528939301207,1.4520545337046258
LD_U1,0.22124207216567549,0.3134218454090809,0.40707768453115667
LD_U2,0.10753141518314546,0.20710534643008938,0.30609736806779586
LN_DUR14,-2.7791422843175324,-2.766691205517309,-2.753102217853244
DUR14,0.06209174160470497,0.06286968383195697,0.06372985035381575
ECC,0.026204296632995377,0.15406844979704512,0.5106927207696919
OMEGA,-36.95737765707313,98.86416165282851,218.47928202017428
