,idx,calculated,observed,ttv,ttverr1,ttverr2,significant
0,0,1442.6179113214916,1442.6203472796358,3.5077797275516787,4.168272033379563,-3.733065131794834,False
1,1,1449.6670687894314,1449.6666921541737,-0.5423547710597632,3.188949265894938,-3.6479093119640336,False
2,2,1456.716226257371,1456.713725490699,-3.6011040077210055,5.83005795468402,-5.888512593871238,False
3,3,1463.7653837253108,1463.770018917804,6.674677190203511,7.107577232430699,-7.715489577500279,False
4,104,2175.730287987226,2175.727653750617,-3.7933007170795463,4.190585877970712,-3.036473319935432,False
5,105,2182.779445455166,2182.7745705173147,-7.019910505623557,3.97156102438531,-3.2443073040545682,True
6,106,2189.828602923106,2189.8310114136557,3.4682263918512035,7.29829738184726,-12.837205214387236,False
7,107,2196.8777603910453,2196.87098909988,-9.750659278288367,3.807505965344884,-3.711538066107015,True
8,147,2478.8440591086355,2478.8438012653664,-0.37129430747882,3.509365856938705,-3.1380714836496875,False
9,149,2492.9423740445154,2492.940814242045,-2.24611555771844,3.5672915925951316,-3.80519182595611,False
10,151,2507.0406889803944,2507.048439414672,11.160625359698315,3.1559022429545855,-4.503433864819133,True
11,152,2514.0898464483344,2514.0954124457794,8.015036320866784,3.67385993041287,-5.240803858713601,True
12,153,2521.1390039162743,2521.1371511721236,-2.6679515770229045,4.419739244265519,-3.5985068821713537,False
