,MEAN,LN_SIGLC,TTS_0_0,TTS_0_1,TTS_0_2,TTS_0_3,TTS_0_4,TTS_0_5,TTS_0_6,TTS_0_7,TTS_0_8,TTS_0_9,TTS_0_10,TTS_0_11,TTS_0_12,LN_ROR_0,ROR_0,IMPACT_0,LD_U1,LD_U2,LN_DUR14_0,DUR14_0,PERIOD_0,T0_0,QUALITY
0,1.207631796986497e-06,-8.482528140285167,1442.6211608218873,1449.6665745582363,1456.714926849378,1463.7699910047222,2175.7266373105335,2182.774419544233,2189.823421896028,2196.8752067971736,2478.842715266765,2492.944922436734,2507.048491971651,2514.095704495549,2521.140578292348,-4.074868774130506,0.016994444641426,0.7684423433214508,0.21622624095848164,0.25077093074726675,-1.9645395976585296,0.14022042957090788,7.049161813147007,1442.617985517829,0
1,5.102015461601e-07,-8.481427740242063,1442.6209546120647,1449.6656088869854,1456.7133395956362,1463.7723556442988,2175.7262197841046,2182.7738844316177,2189.8235470203776,2196.8742192892896,2478.843774691488,2492.9449259913063,2507.048417217426,2514.0976241225785,2521.1408211220487,-4.106131699023736,0.016471367655894385,0.5460825119755004,0.1592685217220149,0.3087762385209114,-1.9708795599323248,0.13933424947992634,7.049165757831914,1442.6176998590431,0
2,1.415089504187398e-06,-8.47895277402896,1442.6213028791608,1449.6659017100037,1456.711361261401,1463.7738752983216,2175.726736191276,2182.772870894714,2189.8218016218657,2196.8740304059684,2478.8430478524365,2492.944211984685,2507.0500581473493,2514.0992485323895,2521.1429832871395,-4.105955910286566,0.01647426339132546,0.55908574081179,0.14371814377104442,0.3238805058448926,-1.9715456902149295,0.13924146562344292,7.049169664389702,1442.617478929759,0
3,-1.4286639739574688e-07,-8.48003395067851,1442.6232311728152,1449.665203102647,1456.711652151755,1463.7735970833917,2175.7273580980313,2182.7730064667794,2189.8256108485716,2196.873987202019,2478.8444146519914,2492.9443827323666,2507.0501146136858,2514.098475976566,2521.141295244019,-4.089535601937016,0.016747009031538612,0.6627408878206573,0.08569643736767918,0.30651893366111826,-1.9693022553741426,0.1395541954420261,7.04916752027924,1442.6180504165495,0
4,-2.664499258638184e-06,-8.476115340202416,1442.6232465008718,1449.6674076764843,1456.708994599781,1463.7725682785726,2175.727182806741,2182.7754958825085,2189.823065676341,2196.870707820514,2478.8453660510395,2492.9419642882494,2507.0480194113015,2514.0971326955464,2521.1423366143,-4.119780562352095,0.01624807949112907,0.4174703918601009,0.15822005829362396,0.3287840085346838,-1.9744130935156186,0.13884277606037485,7.0491642972751976,1442.6176628859628,0
5,5.08094386351899e-07,-8.481381129417738,1442.621325513951,1449.6672646317006,1456.7096525343586,1463.7641793373189,2175.7277013932353,2182.7729971515355,2189.8210068131816,2196.872242281953,2478.842070686515,2492.939943774035,2507.046443815857,2514.095762030817,2521.1361260555886,-4.108515479138079,0.016432150298569245,0.5765039882717785,0.4855120570480824,0.09915297843653947,-1.9660513240208142,0.14000861479432417,7.049163539168951,1442.6156722923602,0
6,-3.7074512453179276e-06,-8.479631069908171,1442.6208288234448,1449.6684817790688,1456.7138708719874,1463.7709977676432,2175.726941546643,2182.77551110466,2189.822456444486,2196.869727535062,2478.8462444060597,2492.933944261736,2507.0509620649764,2514.095201814965,2521.1392589044985,-4.0407870893418165,0.017583627082114143,0.804887800357231,0.18614634605460223,0.37146353742403515,-1.9599152973175116,0.14087035251245986,7.049149456450061,1442.618312978012,0
7,-2.8900616007451655e-06,-8.480072516834314,1442.6198425652517,1449.6677226081672,1456.7139726075827,1463.7765657125633,2175.7275288412657,2182.776089870339,2189.8335206387687,2196.8698101030527,2478.8458614259202,2492.9331534326,2507.0510296243347,2514.0978892138396,2521.137198657228,-4.051322327865127,0.017399351773274518,0.7753626151303302,0.23753036705930164,0.2667899966531173,-1.9684053278989586,0.1396794215851843,7.049145869041086,1442.6198507563413,0
8,-3.2221528180875295e-07,-8.506533218507254,1442.620144769588,1449.6673282373533,1456.715423697484,1463.763405920351,2175.7319948455442,2182.772748505512,2189.8354826652594,2196.8721664772465,2478.841929530182,2492.9404733721512,2507.0466025945725,2514.094570752567,2521.135827350012,-4.163322714155979,0.015555784528066323,0.23974970881198696,0.2836470475489121,0.5301627445653396,-1.966724142399798,0.13991444610783835,7.049160977560871,1442.6175496304616,0
9,-3.5046380383723705e-06,-8.476111996207655,1442.6159293870687,1449.665318386108,1456.7110150935423,1463.7782297988306,2175.7257123727622,2182.7781163042364,2189.83837383276,2196.8719371731922,2478.8469071789345,2492.940513723099,2507.0509686905575,2514.0955219905077,2521.1390803874724,-4.109767501196288,0.016411589757742782,0.5554252246746738,0.35999146660946657,0.16030832078145818,-1.9527096774059243,0.14188907659097116,7.049170725122782,1442.618166821092,0
10,-2.828168560120597e-06,-8.470238660001241,1442.6184232586031,1449.6673188006582,1456.706874294185,1463.7732050781265,2175.7279394359352,2182.776102913864,2189.8383073081063,2196.869118758882,2478.846887660572,2492.940873907653,2507.0477548982158,2514.0934188059487,2521.1411019331404,-4.078133729589532,0.016939049017951957,0.7687893013049492,0.2941977384278869,0.22453502847745943,-1.9625022219098904,0.1405064024918059,7.0491742861862186,1442.6170514887804,0
11,3.7933739103014493e-06,-8.492130542946198,1442.6214428440776,1449.6637982505958,1456.7190539690105,1463.773216533654,2175.72781168142,2182.776496088108,2189.833705159522,2196.874465302944,2478.8425623462595,2492.940563035228,2507.048623184981,2514.098007718011,2521.137966690339,-4.110156111716776,0.016405213280368324,0.5419488332467727,0.1898634238063961,0.3100658236683589,-1.9683186597630187,0.13969152786488903,7.049151681855198,1442.6199021703853,0
12,-6.5858494740451945e-06,-8.470090455968586,1442.6193590188495,1449.668559352673,1456.7188678680516,1463.7662894637533,2175.7344126135554,2182.7742895530773,2189.8347891760754,2196.867448894801,2478.844829274631,2492.939770074343,2507.0490322217343,2514.0985493090375,2521.136803779582,-4.14634047793164,0.015822212403094036,0.03607993742875393,0.3353394308117492,0.2914675851435118,-1.9745924745305503,0.13881787253596573,7.049159822085887,1442.6188008106783,0
13,-3.247220021267523e-07,-8.493866693809691,1442.6193236026254,1449.6651515579883,1456.715271804905,1463.7646535825363,2175.731763724884,2182.7745957493876,2189.836454095118,2196.8740448158433,2478.843695968909,2492.942158535541,2507.049076061726,2514.093067238595,2521.1354188564956,-4.129187176535037,0.016095956678153497,0.14484291999499446,0.2840008983405349,0.319860231393591,-1.967354058115213,0.13982633955218682,7.049170301384177,1442.6172092277866,0
14,-4.213696784544974e-06,-8.465664258223326,1442.6211551385995,1449.664416213191,1456.7144603980705,1463.7633800069516,2175.728052453584,2182.7727588999505,2189.8234307480056,2196.871587273072,2478.842813849196,2492.941276537837,2507.047174256264,2514.0925420561703,2521.137971399705,-4.079002924241755,0.016924332083998506,0.7524221732018173,0.20082228844824135,0.2576300826618032,-1.971229914420888,0.13928544165073073,7.049163996875108,1442.6159617629205,0
15,-3.54138083663934e-07,-8.491855927026043,1442.6206218907619,1449.6675989145817,1456.7098272131238,1463.7717398671316,2175.72677988734,2182.7756966623983,2189.8249227273527,2196.870547533484,2478.8444889143657,2492.9412768477264,2507.050058881069,2514.094866680608,2521.1354417201383,-4.0727191070414035,0.017031016334168026,0.696589927039594,0.30037673287408473,0.2845245425981444,-1.9551933797655827,0.1415371036355992,7.04915853610195,1442.6174457799839,0
16,-2.5508788118662694e-06,-8.467331067295493,1442.6171232571826,1449.6668183125262,1456.7147285990309,1463.7696326291352,2175.731609809925,2182.777424240434,2189.8253499046773,2196.870689630665,2478.8420955232327,2492.940415002475,2507.047067534167,2514.0963789479965,2521.139591408247,-4.050974227838548,0.01740540954238287,0.8497435349615041,0.19499494280810947,0.3212744811530672,-1.9362303878178448,0.14424668023640105,7.049162901491634,1442.617438541505,0
17,8.10277139946904e-07,-8.494466360777084,1442.6198332932681,1449.6663215842457,1456.7150629073585,1463.7724614065344,2175.725270708826,2182.7704494293484,2189.8254643256405,2196.86929211413,2478.844307430487,2492.942978645989,2507.0352596826747,2514.094693588966,2521.1324553792847,-4.060609505291429,0.01723850895024951,0.761039371520031,0.32932807948439735,0.32679856040176936,-1.9597954767195247,0.14088723269361303,7.049129903962344,1442.6185049093212,0
18,-4.04902409045108e-06,-8.474756685229611,1442.6211050734573,1449.6660828157007,1456.715784618405,1463.7708968653017,2175.7314514379705,2182.7776421368294,2189.8210599836425,2196.874739057794,2478.8435624557073,2492.9397984148877,2507.0565188783244,2514.093670104686,2521.142623067544,-4.141013274615298,0.01590672545471722,0.23687252911715023,0.15599656346508461,0.3020112159234416,-1.9851473636143309,0.13736037070472681,7.049165669287158,1442.6184188578002,0
19,-6.215925971659476e-07,-8.488264424358995,1442.6207512078133,1449.6679576885995,1456.7160132011397,1463.772662680339,2175.7282539288717,2182.771438828847,2189.829950155021,2196.867798924658,2478.8430799722046,2492.942375877965,2507.0431404961378,2514.0944007750118,2521.1329164237272,-4.067947693734281,0.01711247252818421,0.7531826972651489,0.306511588545634,0.25554013010505194,-1.9724146001774003,0.1391205298755207,7.049132806336547,1442.6195406679399,0
20,-3.2288279048454747e-06,-8.471950816365595,1442.6192853876964,1449.6659495313795,1456.7164547837442,1463.7695908127967,2175.7286346085198,2182.7779209452033,2189.8333858188075,2196.874213252787,2478.8443256291193,2492.9394768074935,2507.0520850014896,2514.095505631934,2521.1422762786033,-4.145464484313753,0.0158360786326576,0.16674705386654246,0.2328514234791963,0.3118582143248698,-1.9684811307630767,0.1396688338862638,7.049170141813367,1442.6183336269085,0
