,value,err_upper,err_lower,units
PERIOD,28.579889413680505,3.420745057169938e-05,-3.42989908688196e-05,days
T0,1726.05528072665,0.0006453268849782035,-0.00064137723506974,days
ROR,0.03145997512451597,0.00074651555634863,-0.0009724811541497666,
IMPACT,0.5982965522231631,0.0945301204680814,-0.2626362498159595,
DUR14,0.1867304943792018,0.002513803669222492,-0.002413408644319992,days
ECC,0.2191917033557863,0.2915186245753094,-0.15497212431390217,
OMEGA,91.85633077339786,117.68325339991279,-121.09004369080508,deg
R_PL,3.199700093672733,0.097974932669747,-0.10164638157188133,R_earth
