,value,err_upper,err_lower,units
PERIOD,10.288887210002551,6.5941518894163664e-06,-7.327763585252001e-06,days
T0,1691.6543728030244,0.00038210932643778506,-0.00035292903135086817,days
ROR,0.0272669345869766,0.001164505115328101,-0.0006028251235445994,
IMPACT,0.3791063705749086,0.2796591417650789,-0.2617848066352651,
DUR14,0.0642014100465318,0.0009735944957493942,-0.0006798101026951053,days
ECC,0.589478176274702,0.1862725265257571,-0.09262475874587772,
OMEGA,92.38426301755044,74.95361662929861,-78.72974627584142,deg
R_PL,2.506608916869943,0.10882429703086727,-0.06526717395157666,R_earth
