,value,err_upper,err_lower,units
PERIOD,7.4341503720432645,1.8305572324628372e-05,-1.675252280808337e-05,days
T0,1713.0811096002362,0.0008675727867739624,-0.0008149813913860271,days
ROR,0.0241222094302072,0.0010318631364525793,-0.0007161694623033683,
IMPACT,0.4402034807117398,0.21282493879005343,-0.27419496342050415,
DUR14,0.11207612982780617,0.0021657643820899436,-0.002006045705157139,days
ECC,0.2133261373666535,0.33239032055036644,-0.14155380864564115,
OMEGA,89.58248921116063,128.0193202402436,-127.97257686513431,deg
R_PL,2.1050633801116434,0.11175419467201575,-0.09217281552838319,R_earth
